name,brand,category,sku,description,package_size,search_keywords
Sprite Soft Drink (Lemon-Lime) 500ml,Sprite,Beverages,GPS-0189,"Sprite carbonated lemon-lime drink, 500ml bottle",500ml,"sprite, soft drink"
Sprite Soft Drink (Lemon-Lime) 1.5L,Sprite,Beverages,GPS-0190,"Sprite carbonated lemon-lime drink, 1.5L bottle",1.5L,"sprite, soft drink"
Malta Guinness Malt Drink (Non-Alcoholic) 330ml,Malta Guinness,Beverages,GPS-0191,"Malta Guinness non-alcoholic malt drink, 330ml bottle/can",330ml,"malta guinness, malt drink"
Malta Guinness Malt Drink (Non-Alcoholic) 500ml,Malta Guinness,Beverages,GPS-0192,"Malta Guinness non-alcoholic malt drink, 500ml bottle/can",500ml,"malta guinness, malt drink"
Malt Energy Drink 330ml,Malt,Beverages,GPS-0193,"Supermalt malt energy drink, 330ml can",330ml,"supermalt, energy drink, malt"
Voltic Bottled Water 500ml,Voltic,Beverages,GPS-0194,"Voltic natural mineral water, 500ml bottle",500ml,"voltic, bottled water, mineral water"
Voltic Bottled Water 750ml,Voltic,Beverages,GPS-0195,"Voltic natural mineral water, 750ml bottle",750ml,"voltic, bottled water, mineral water"
Voltic Bottled Water 1.5L,Voltic,Beverages,GPS-0196,"Voltic natural mineral water, 1.5L bottle",1.5L,"voltic, bottled water, mineral water"
Voltic Bottled Water 19L,Voltic,Beverages,GPS-0197,"Voltic natural mineral water, 19L bottle",19L,"voltic, bottled water, mineral water"
Special Ice Bottled Water 500ml,Special Ice,Beverages,GPS-0198,"Special Ice packaged drinking water, 500ml bottle",500ml,"special ice, bottled water"
Special Ice Bottled Water 750ml,Special Ice,Beverages,GPS-0199,"Special Ice packaged drinking water, 750ml bottle",750ml,"special ice, bottled water"
Special Ice Sachet Water 500ml sachet (bag of 30),Special Ice,Beverages,GPS-0200,"Sachet drinking water, 500ml sachet (bag of 30)",500ml sachet (bag of 30),"sachet water, pure water"
Cappy Fruit Juice (Mixed Fruit) 330ml,Cappy,Beverages,GPS-0201,"Cappy mixed fruit juice, 330ml carton",330ml,"cappy, fruit juice"
Cappy Fruit Juice (Mixed Fruit) 1L,Cappy,Beverages,GPS-0202,"Cappy mixed fruit juice, 1L carton",1L,"cappy, fruit juice"
Nuniv Fruit Juice (Orange) 1L,Nuniv,Beverages,GPS-0203,"Nuniv orange fruit juice, 1L carton",1L,"nuniv juice, orange juice"
Golden Nature Wheat Flour 1kg,Golden Nature,Baking & Cereals,GPS-0204,"Golden Nature all-purpose wheat flour, 1kg bag",1kg,"wheat flour, golden nature, baking flour"
Golden Nature Wheat Flour 2kg,Golden Nature,Baking & Cereals,GPS-0205,"Golden Nature all-purpose wheat flour, 2kg bag",2kg,"wheat flour, golden nature, baking flour"
Golden Nature Wheat Flour 5kg,Golden Nature,Baking & Cereals,GPS-0206,"Golden Nature all-purpose wheat flour, 5kg bag",5kg,"wheat flour, golden nature, baking flour"
Golden Nature Wheat Flour 25kg,Golden Nature,Baking & Cereals,GPS-0207,"Golden Nature all-purpose wheat flour, 25kg bag",25kg,"wheat flour, golden nature, baking flour"
Golden Nature Wheat Flour 50kg,Golden Nature,Baking & Cereals,GPS-0208,"Golden Nature all-purpose wheat flour, 50kg bag",50kg,"wheat flour, golden nature, baking flour"
Mama's Pride Wheat Flour 1kg,Mama's Pride,Baking & Cereals,GPS-0209,"Mama's Pride wheat flour, 1kg bag",1kg,"wheat flour, mamas pride"
Mama's Pride Wheat Flour 5kg,Mama's Pride,Baking & Cereals,GPS-0210,"Mama's Pride wheat flour, 5kg bag",5kg,"wheat flour, mamas pride"
Mama's Pride Wheat Flour 25kg,Mama's Pride,Baking & Cereals,GPS-0211,"Mama's Pride wheat flour, 25kg bag",25kg,"wheat flour, mamas pride"
Golden Nature Self-Raising Flour 1kg,Golden Nature,Baking & Cereals,GPS-0212,"Golden Nature self-raising flour, 1kg bag",1kg,"self raising flour, baking"
Golden Nature Self-Raising Flour 5kg,Golden Nature,Baking & Cereals,GPS-0213,"Golden Nature self-raising flour, 5kg bag",5kg,"self raising flour, baking"
Tower Baking Powder 100g,Tower,Baking & Cereals,GPS-0214,"Tower baking powder, 100g tin",100g,"baking powder, tower"
Tower Baking Powder 450g,Tower,Baking & Cereals,GPS-0215,"Tower baking powder, 450g tin",450g,"baking powder, tower"
Angel Yeast (Instant) 11g x10,Angel,Baking & Cereals,GPS-0216,"Angel instant dry yeast, 11g x10 pack",11g x10,"yeast, angel yeast, baking"
Angel Yeast (Instant) 500g,Angel,Baking & Cereals,GPS-0217,"Angel instant dry yeast, 500g pack",500g,"yeast, angel yeast, baking"
Nasco Custard Powder 300g,Nasco,Baking & Cereals,GPS-0218,"Nasco custard powder, 300g tin",300g,"custard powder, nasco"
Nasco Custard Powder 400g,Nasco,Baking & Cereals,GPS-0219,"Nasco custard powder, 400g tin",400g,"custard powder, nasco"
Golden Morn Cornflakes 500g,Golden Morn,Baking & Cereals,GPS-0220,"Golden Morn maize cereal, 500g pack",500g,"golden morn, cereal, cornflakes"
Golden Morn Cornflakes 1kg,Golden Morn,Baking & Cereals,GPS-0221,"Golden Morn maize cereal, 1kg pack",1kg,"golden morn, cereal, cornflakes"
Kellogg's Cornflakes 375g,Kellogg's,Baking & Cereals,GPS-0222,"Kellogg's cornflakes cereal, 375g pack",375g,"kelloggs, cornflakes, cereal"
Kellogg's Cornflakes 500g,Kellogg's,Baking & Cereals,GPS-0223,"Kellogg's cornflakes cereal, 500g pack",500g,"kelloggs, cornflakes, cereal"
Quaker Oats 400g,Quaker,Baking & Cereals,GPS-0224,"Quaker rolled oats, 400g pack",400g,"quaker oats, oats, cereal"
Quaker Oats 800g,Quaker,Baking & Cereals,GPS-0225,"Quaker rolled oats, 800g pack",800g,"quaker oats, oats, cereal"
Golden Crest Sugar (Granulated) 500g,Golden Crest,Baking & Cereals,GPS-0226,"Golden Crest granulated white sugar, 500g bag",500g,"sugar, golden crest, granulated sugar"
Golden Crest Sugar (Granulated) 1kg,Golden Crest,Baking & Cereals,GPS-0227,"Golden Crest granulated white sugar, 1kg bag",1kg,"sugar, golden crest, granulated sugar"
Golden Crest Sugar (Granulated) 5kg,Golden Crest,Baking & Cereals,GPS-0228,"Golden Crest granulated white sugar, 5kg bag",5kg,"sugar, golden crest, granulated sugar"
Golden Crest Sugar (Granulated) 50kg,Golden Crest,Baking & Cereals,GPS-0229,"Golden Crest granulated white sugar, 50kg bag",50kg,"sugar, golden crest, granulated sugar"
Brown Sugar 500g,,Baking & Cereals,GPS-0230,"Brown cane sugar, 500g pack",500g,brown sugar
Brown Sugar 1kg,,Baking & Cereals,GPS-0231,"Brown cane sugar, 1kg pack",1kg,brown sugar
Cocoa Powder 100g,,Baking & Cereals,GPS-0232,"Pure unsweetened cocoa powder, 100g pack",100g,"cocoa powder, baking cocoa"
Cocoa Powder 250g,,Baking & Cereals,GPS-0233,"Pure unsweetened cocoa powder, 250g pack",250g,"cocoa powder, baking cocoa"
Vanilla Essence 50ml,,Baking & Cereals,GPS-0234,"Vanilla flavour essence, 50ml bottle",50ml,"vanilla essence, baking flavour"
Vanilla Essence 100ml,,Baking & Cereals,GPS-0235,"Vanilla flavour essence, 100ml bottle",100ml,"vanilla essence, baking flavour"
Baking Soda 100g,,Baking & Cereals,GPS-0236,"Sodium bicarbonate baking soda, 100g pack",100g,"baking soda, bicarbonate"
Baking Soda 500g,,Baking & Cereals,GPS-0237,"Sodium bicarbonate baking soda, 500g pack",500g,"baking soda, bicarbonate"
Indomie Instant Noodles (Chicken) 70g,Indomie,Pasta & Noodles,GPS-0238,"Indomie chicken flavour instant noodles, 70g pack",70g,"indomie, instant noodles, chicken noodles"
Indomie Instant Noodles (Chicken) 120g,Indomie,Pasta & Noodles,GPS-0239,"Indomie chicken flavour instant noodles, 120g pack",120g,"indomie, instant noodles, chicken noodles"
Indomie Instant Noodles (Chicken) carton of 40,Indomie,Pasta & Noodles,GPS-0240,"Indomie chicken flavour instant noodles, carton of 40 pack",carton of 40,"indomie, instant noodles, chicken noodles"
Indomie Instant Noodles (Onion Chicken) 70g,Indomie,Pasta & Noodles,GPS-0241,"Indomie onion chicken instant noodles, 70g pack",70g,"indomie, noodles"
Indomie Instant Noodles (Onion Chicken) carton of 40,Indomie,Pasta & Noodles,GPS-0242,"Indomie onion chicken instant noodles, carton of 40 pack",carton of 40,"indomie, noodles"
Golden Penny Spaghetti 500g,Golden Penny,Pasta & Noodles,GPS-0243,"Golden Penny spaghetti pasta, 500g pack",500g,"spaghetti, golden penny, pasta"
Golden Penny Spaghetti 1kg,Golden Penny,Pasta & Noodles,GPS-0244,"Golden Penny spaghetti pasta, 1kg pack",1kg,"spaghetti, golden penny, pasta"
Golden Penny Macaroni 500g,Golden Penny,Pasta & Noodles,GPS-0245,"Golden Penny macaroni pasta, 500g pack",500g,"macaroni, golden penny, pasta"
Golden Penny Macaroni 1kg,Golden Penny,Pasta & Noodles,GPS-0246,"Golden Penny macaroni pasta, 1kg pack",1kg,"macaroni, golden penny, pasta"
Dangote Spaghetti 500g,Dangote,Pasta & Noodles,GPS-0247,"Dangote spaghetti pasta, 500g pack",500g,"spaghetti, dangote pasta"
McVitie's Digestive Biscuits 250g,McVitie's,Snacks & Biscuits,GPS-0248,"McVitie's digestive biscuits, 250g pack",250g,"mcvities, digestive biscuits"
McVitie's Digestive Biscuits 400g,McVitie's,Snacks & Biscuits,GPS-0249,"McVitie's digestive biscuits, 400g pack",400g,"mcvities, digestive biscuits"
Tower Cream Crackers 150g,Tower,Snacks & Biscuits,GPS-0250,"Tower cream crackers, 150g pack",150g,"cream crackers, tower biscuits"
Tower Cream Crackers 300g,Tower,Snacks & Biscuits,GPS-0251,"Tower cream crackers, 300g pack",300g,"cream crackers, tower biscuits"
Tommy Glucose Biscuits 100g,Tommy,Snacks & Biscuits,GPS-0252,"Tommy glucose biscuits, 100g pack",100g,"tommy biscuits, glucose biscuits"
Tommy Glucose Biscuits 300g,Tommy,Snacks & Biscuits,GPS-0253,"Tommy glucose biscuits, 300g pack",300g,"tommy biscuits, glucose biscuits"
Rich Tea Biscuits 200g,,Snacks & Biscuits,GPS-0254,"Rich tea biscuits, 200g pack",200g,rich tea biscuits
Nice Chocolate Wafers 100g,Nice,Snacks & Biscuits,GPS-0255,"Nice chocolate cream wafers, 100g pack",100g,"nice biscuits, wafers"
Nice Chocolate Wafers 300g,Nice,Snacks & Biscuits,GPS-0256,"Nice chocolate cream wafers, 300g pack",300g,"nice biscuits, wafers"
Pringles Potato Chips 40g,Pringles,Snacks & Biscuits,GPS-0257,"Pringles potato crisps, 40g can",40g,"pringles, chips, crisps"
Pringles Potato Chips 110g,Pringles,Snacks & Biscuits,GPS-0258,"Pringles potato crisps, 110g can",110g,"pringles, chips, crisps"
Pringles Potato Chips 165g,Pringles,Snacks & Biscuits,GPS-0259,"Pringles potato crisps, 165g can",165g,"pringles, chips, crisps"
Plantain Chips 100g,,Snacks & Biscuits,GPS-0260,"Fried plantain chips, 100g pack",100g,"plantain chips, kelewele chips"
Plantain Chips 250g,,Snacks & Biscuits,GPS-0261,"Fried plantain chips, 250g pack",250g,"plantain chips, kelewele chips"
Groundnuts (Roasted) 100g,,Snacks & Biscuits,GPS-0262,"Roasted groundnuts, 100g pack",100g,"groundnuts, roasted peanuts"
Groundnuts (Roasted) 250g,,Snacks & Biscuits,GPS-0263,"Roasted groundnuts, 250g pack",250g,"groundnuts, roasted peanuts"
Groundnuts (Roasted) 500g,,Snacks & Biscuits,GPS-0264,"Roasted groundnuts, 500g pack",500g,"groundnuts, roasted peanuts"
Chin Chin 250g,,Snacks & Biscuits,GPS-0265,"Fried sweet chin chin snack, 250g pack",250g,"chin chin, snack"
Chin Chin 500g,,Snacks & Biscuits,GPS-0266,"Fried sweet chin chin snack, 500g pack",500g,"chin chin, snack"
Cadbury Dairy Milk Chocolate Bar 45g,Cadbury Dairy Milk,Snacks & Biscuits,GPS-0267,"Cadbury Dairy Milk chocolate bar, 45g",45g,"cadbury, chocolate bar, dairy milk"
Cadbury Dairy Milk Chocolate Bar 80g,Cadbury Dairy Milk,Snacks & Biscuits,GPS-0268,"Cadbury Dairy Milk chocolate bar, 80g",80g,"cadbury, chocolate bar, dairy milk"
Orbit Chewing Gum Pack of 10,Orbit,Snacks & Biscuits,GPS-0269,"Orbit sugar-free chewing gum, Pack of 10",Pack of 10,"orbit, chewing gum"
Tola Tola Toffee Sweets 100g,Tola Tola,Snacks & Biscuits,GPS-0270,"Tola Tola assorted toffee sweets, 100g pack",100g,"toffee, tola tola, sweets"
Tola Tola Toffee Sweets 500g,Tola Tola,Snacks & Biscuits,GPS-0271,"Tola Tola assorted toffee sweets, 500g pack",500g,"toffee, tola tola, sweets"
Key Soap Bathing Soap 1 bar,Key Soap,Toiletries & Personal Care,GPS-0272,"Key Soap bathing bar soap, 1 bar",1 bar,"key soap, bathing soap"
Key Soap Bathing Soap 6 bar pack,Key Soap,Toiletries & Personal Care,GPS-0273,"Key Soap bathing bar soap, 6 bar pack",6 bar pack,"key soap, bathing soap"
Lux Bathing Soap 1 bar,Lux,Toiletries & Personal Care,GPS-0274,"Lux beauty bathing soap, 1 bar",1 bar,"lux soap, bathing soap"
Lux Bathing Soap 3 bar pack,Lux,Toiletries & Personal Care,GPS-0275,"Lux beauty bathing soap, 3 bar pack",3 bar pack,"lux soap, bathing soap"
Dettol Antiseptic Soap 1 bar,Dettol,Toiletries & Personal Care,GPS-0276,"Dettol antiseptic bathing soap, 1 bar",1 bar,"dettol soap, antiseptic soap"
Dettol Antiseptic Soap 3 bar pack,Dettol,Toiletries & Personal Care,GPS-0277,"Dettol antiseptic bathing soap, 3 bar pack",3 bar pack,"dettol soap, antiseptic soap"
Dettol Liquid Antiseptic 125ml,Dettol,Toiletries & Personal Care,GPS-0278,"Dettol antiseptic liquid, 125ml bottle",125ml,"dettol, antiseptic liquid"
Dettol Liquid Antiseptic 250ml,Dettol,Toiletries & Personal Care,GPS-0279,"Dettol antiseptic liquid, 250ml bottle",250ml,"dettol, antiseptic liquid"
Dettol Liquid Antiseptic 500ml,Dettol,Toiletries & Personal Care,GPS-0280,"Dettol antiseptic liquid, 500ml bottle",500ml,"dettol, antiseptic liquid"
Close-Up Toothpaste 25g,Close-Up,Toiletries & Personal Care,GPS-0281,"Close-Up toothpaste, 25g tube",25g,"closeup, toothpaste"
Close-Up Toothpaste 65g,Close-Up,Toiletries & Personal Care,GPS-0282,"Close-Up toothpaste, 65g tube",65g,"closeup, toothpaste"
Close-Up Toothpaste 140g,Close-Up,Toiletries & Personal Care,GPS-0283,"Close-Up toothpaste, 140g tube",140g,"closeup, toothpaste"
Pepsodent Toothpaste 25g,Pepsodent,Toiletries & Personal Care,GPS-0284,"Pepsodent toothpaste, 25g tube",25g,"pepsodent, toothpaste"
Pepsodent Toothpaste 75g,Pepsodent,Toiletries & Personal Care,GPS-0285,"Pepsodent toothpaste, 75g tube",75g,"pepsodent, toothpaste"
Pepsodent Toothpaste 140g,Pepsodent,Toiletries & Personal Care,GPS-0286,"Pepsodent toothpaste, 140g tube",140g,"pepsodent, toothpaste"
Oral-B Toothbrush 1 piece,Oral-B,Toiletries & Personal Care,GPS-0287,"Oral-B toothbrush, 1 piece",1 piece,"oral b, toothbrush"
Vaseline Petroleum Jelly 50ml,Vaseline,Toiletries & Personal Care,GPS-0288,"Vaseline petroleum jelly, 50ml jar",50ml,"vaseline, petroleum jelly"
Vaseline Petroleum Jelly 100ml,Vaseline,Toiletries & Personal Care,GPS-0289,"Vaseline petroleum jelly, 100ml jar",100ml,"vaseline, petroleum jelly"
Vaseline Petroleum Jelly 250ml,Vaseline,Toiletries & Personal Care,GPS-0290,"Vaseline petroleum jelly, 250ml jar",250ml,"vaseline, petroleum jelly"
Vaseline Body Lotion 100ml,Vaseline,Toiletries & Personal Care,GPS-0291,"Vaseline body lotion, 100ml bottle",100ml,"vaseline lotion, body lotion"
Vaseline Body Lotion 200ml,Vaseline,Toiletries & Personal Care,GPS-0292,"Vaseline body lotion, 200ml bottle",200ml,"vaseline lotion, body lotion"
Vaseline Body Lotion 400ml,Vaseline,Toiletries & Personal Care,GPS-0293,"Vaseline body lotion, 400ml bottle",400ml,"vaseline lotion, body lotion"
Cocoa Butter Formula Body Lotion 200ml,Cocoa Butter Formula,Toiletries & Personal Care,GPS-0294,"Palmer's cocoa butter body lotion, 200ml bottle",200ml,"palmers, cocoa butter lotion"
Cocoa Butter Formula Body Lotion 400ml,Cocoa Butter Formula,Toiletries & Personal Care,GPS-0295,"Palmer's cocoa butter body lotion, 400ml bottle",400ml,"palmers, cocoa butter lotion"
Yardley Talcum Powder 100g,Yardley,Toiletries & Personal Care,GPS-0296,"Yardley talcum powder, 100g tin",100g,"yardley, talcum powder"
Yardley Talcum Powder 200g,Yardley,Toiletries & Personal Care,GPS-0297,"Yardley talcum powder, 200g tin",200g,"yardley, talcum powder"
Rexona Roll-On Deodorant 50ml,Rexona,Toiletries & Personal Care,GPS-0298,"Rexona roll-on deodorant, 50ml",50ml,"rexona, deodorant, roll on"
Impulse Perfumed Body Spray 75ml,Impulse,Toiletries & Personal Care,GPS-0299,"Impulse body spray, 75ml can",75ml,"impulse, body spray"
Gillette Shaving Stick 1 piece,Gillette,Toiletries & Personal Care,GPS-0300,"Gillette shaving razor, 1 piece",1 piece,"gillette, shaving stick, razor"
Always Sanitary Pads 8 pack,Always,Toiletries & Personal Care,GPS-0301,"Always ultra sanitary pads, 8 pack",8 pack,"always pads, sanitary pads"
Always Sanitary Pads 16 pack,Always,Toiletries & Personal Care,GPS-0302,"Always ultra sanitary pads, 16 pack",16 pack,"always pads, sanitary pads"
Softly Toilet Roll 4 roll pack,Softly,Toiletries & Personal Care,GPS-0303,"Softly toilet tissue paper, 4 roll pack",4 roll pack,"toilet roll, softly, tissue"
Softly Toilet Roll 10 roll pack,Softly,Toiletries & Personal Care,GPS-0304,"Softly toilet tissue paper, 10 roll pack",10 roll pack,"toilet roll, softly, tissue"
Softly Facial Tissue 1 box,Softly,Toiletries & Personal Care,GPS-0305,"Softly facial tissue box, 1 box",1 box,"facial tissue, softly"
Dark and Lovely Hair Relaxer 1 kit,Dark and Lovely,Toiletries & Personal Care,GPS-0306,"Dark and Lovely hair relaxer kit, 1 kit",1 kit,"dark and lovely, hair relaxer"
Shea Butter 250g,,Toiletries & Personal Care,GPS-0307,"Pure unrefined shea butter, 250g tub",250g,"shea butter, natural moisturiser"
Shea Butter 500g,,Toiletries & Personal Care,GPS-0308,"Pure unrefined shea butter, 500g tub",500g,"shea butter, natural moisturiser"
Johnson's Baby Powder 100g,Johnson's,Toiletries & Personal Care,GPS-0309,"Johnson's baby powder, 100g tin",100g,"johnsons, baby powder"
Johnson's Baby Powder 200g,Johnson's,Toiletries & Personal Care,GPS-0310,"Johnson's baby powder, 200g tin",200g,"johnsons, baby powder"
Johnson's Baby Soap 1 bar,Johnson's,Toiletries & Personal Care,GPS-0311,"Johnson's baby bathing soap, 1 bar",1 bar,johnsons baby soap
Cotton Wool 50g,,Toiletries & Personal Care,GPS-0312,"Absorbent cotton wool roll, 50g",50g,cotton wool
Cotton Wool 100g,,Toiletries & Personal Care,GPS-0313,"Absorbent cotton wool roll, 100g",100g,cotton wool
Methylated Spirit 200ml,,Toiletries & Personal Care,GPS-0314,"Methylated spirit antiseptic, 200ml bottle",200ml,methylated spirit
Methylated Spirit 500ml,,Toiletries & Personal Care,GPS-0315,"Methylated spirit antiseptic, 500ml bottle",500ml,methylated spirit
OMO Laundry Detergent Powder 100g,OMO,Household & Cleaning,GPS-0316,"OMO laundry washing powder, 100g pack",100g,"omo, detergent, washing powder"
OMO Laundry Detergent Powder 500g,OMO,Household & Cleaning,GPS-0317,"OMO laundry washing powder, 500g pack",500g,"omo, detergent, washing powder"
OMO Laundry Detergent Powder 1kg,OMO,Household & Cleaning,GPS-0318,"OMO laundry washing powder, 1kg pack",1kg,"omo, detergent, washing powder"
OMO Laundry Detergent Powder 4kg,OMO,Household & Cleaning,GPS-0319,"OMO laundry washing powder, 4kg pack",4kg,"omo, detergent, washing powder"
Klin Laundry Detergent Powder 100g,Klin,Household & Cleaning,GPS-0320,"Klin laundry washing powder, 100g pack",100g,"klin, detergent, washing powder"
Klin Laundry Detergent Powder 500g,Klin,Household & Cleaning,GPS-0321,"Klin laundry washing powder, 500g pack",500g,"klin, detergent, washing powder"
Klin Laundry Detergent Powder 1kg,Klin,Household & Cleaning,GPS-0322,"Klin laundry washing powder, 1kg pack",1kg,"klin, detergent, washing powder"
Key Laundry Soap Bar 1 bar,Key,Household & Cleaning,GPS-0323,"Key laundry bar soap, 1 bar",1 bar,"key soap, laundry soap"
Parazone Bleach 500ml,Parazone,Household & Cleaning,GPS-0324,"Parazone household bleach, 500ml bottle",500ml,"parazone, bleach"
Parazone Bleach 1L,Parazone,Household & Cleaning,GPS-0325,"Parazone household bleach, 1L bottle",1L,"parazone, bleach"
Morning Fresh Dishwashing Liquid 500ml,Morning Fresh,Household & Cleaning,GPS-0326,"Morning Fresh dishwashing liquid, 500ml bottle",500ml,"morning fresh, dish soap, dishwashing liquid"
Morning Fresh Dishwashing Liquid 1L,Morning Fresh,Household & Cleaning,GPS-0327,"Morning Fresh dishwashing liquid, 1L bottle",1L,"morning fresh, dish soap, dishwashing liquid"
Ultra Klin Dishwashing Paste 500g,Ultra Klin,Household & Cleaning,GPS-0328,"Ultra Klin dishwashing paste, 500g tub",500g,"ultra klin, dish paste"
Harpic Toilet Cleaner 500ml,Harpic,Household & Cleaning,GPS-0329,"Harpic toilet bowl cleaner, 500ml bottle",500ml,"harpic, toilet cleaner"
Harpic Toilet Cleaner 1L,Harpic,Household & Cleaning,GPS-0330,"Harpic toilet bowl cleaner, 1L bottle",1L,"harpic, toilet cleaner"
Mr Muscle Multi-Surface Cleaner 500ml,Mr Muscle,Household & Cleaning,GPS-0331,"Mr Muscle multi-surface cleaner, 500ml bottle",500ml,"mr muscle, surface cleaner"
Glade Air Freshener 300ml,Glade,Household & Cleaning,GPS-0332,"Glade aerosol air freshener, 300ml can",300ml,"glade, air freshener"
Raid Insecticide Spray 300ml,Raid,Household & Cleaning,GPS-0333,"Raid insect killer spray, 300ml can",300ml,"raid, insecticide, insect spray"
Raid Insecticide Spray 600ml,Raid,Household & Cleaning,GPS-0334,"Raid insect killer spray, 600ml can",600ml,"raid, insecticide, insect spray"
Raid Mosquito Coil Pack of 10,Raid,Household & Cleaning,GPS-0335,"Raid mosquito repellent coils, Pack of 10",Pack of 10,"mosquito coil, raid"
Three Star Matches Box of 10,Three Star,Household & Cleaning,GPS-0336,"Three Star safety matches, Box of 10",Box of 10,"matches, three star"
Candles Pack of 6,,Household & Cleaning,GPS-0337,"White household candles, Pack of 6",Pack of 6,"candles, household candles"
Sponge (Scouring Pad) 1 piece,,Household & Cleaning,GPS-0338,"Kitchen scouring sponge, 1 piece",1 piece,"sponge, scouring pad"
Sponge (Scouring Pad) Pack of 3,,Household & Cleaning,GPS-0339,"Kitchen scouring sponge, Pack of 3",Pack of 3,"sponge, scouring pad"
Nylon Bags (Rubber Bags) Small pack,,Household & Cleaning,GPS-0340,"Black nylon shopping/rubbish bags, Small pack",Small pack,"nylon bags, rubber bags, polythene bags"
Nylon Bags (Rubber Bags) Medium pack,,Household & Cleaning,GPS-0341,"Black nylon shopping/rubbish bags, Medium pack",Medium pack,"nylon bags, rubber bags, polythene bags"
Nylon Bags (Rubber Bags) Large pack,,Household & Cleaning,GPS-0342,"Black nylon shopping/rubbish bags, Large pack",Large pack,"nylon bags, rubber bags, polythene bags"
Aluminium Foil 10m roll,,Household & Cleaning,GPS-0343,"Aluminium kitchen foil roll, 10m roll",10m roll,"aluminium foil, foil paper"
Cling Film 30m roll,,Household & Cleaning,GPS-0344,"Plastic cling film roll, 30m roll",30m roll,"cling film, food wrap"
Charcoal 5kg bag,,Household & Cleaning,GPS-0345,"Cooking charcoal, 5kg bag bag",5kg bag,"charcoal, cooking fuel"
Charcoal 10kg bag,,Household & Cleaning,GPS-0346,"Cooking charcoal, 10kg bag bag",10kg bag,"charcoal, cooking fuel"
Cooking Gas Refill 3kg,,Household & Cleaning,GPS-0347,"LPG cooking gas cylinder refill, 3kg",3kg,"gas, cooking gas, lpg refill"
Cooking Gas Refill 6kg,,Household & Cleaning,GPS-0348,"LPG cooking gas cylinder refill, 6kg",6kg,"gas, cooking gas, lpg refill"
Cooking Gas Refill 14.5kg,,Household & Cleaning,GPS-0349,"LPG cooking gas cylinder refill, 14.5kg",14.5kg,"gas, cooking gas, lpg refill"
Tiger Head Batteries (AA) Pack of 4,Tiger Head,Household & Cleaning,GPS-0350,"Tiger Head AA dry cell batteries, Pack of 4",Pack of 4,"batteries, tiger head, aa battery"
Tiger Head Batteries (D) Pack of 2,Tiger Head,Household & Cleaning,GPS-0351,"Tiger Head D-size batteries, Pack of 2",Pack of 2,"batteries, d cell, tiger head"
Rechargeable Torch Light 1 piece,,Household & Cleaning,GPS-0352,"Rechargeable LED torch light, 1 piece",1 piece,"torch light, rechargeable lamp"
Pampers Baby Diapers Small pack,Pampers,Baby Products,GPS-0353,"Pampers baby diapers, Small pack",Small pack,"pampers, diapers, baby nappies"
Pampers Baby Diapers Medium pack,Pampers,Baby Products,GPS-0354,"Pampers baby diapers, Medium pack",Medium pack,"pampers, diapers, baby nappies"
Pampers Baby Diapers Large pack,Pampers,Baby Products,GPS-0355,"Pampers baby diapers, Large pack",Large pack,"pampers, diapers, baby nappies"
Pampers Baby Diapers Jumbo pack,Pampers,Baby Products,GPS-0356,"Pampers baby diapers, Jumbo pack",Jumbo pack,"pampers, diapers, baby nappies"
Molfix Baby Diapers Small pack,Molfix,Baby Products,GPS-0357,"Molfix baby diapers, Small pack",Small pack,"molfix, diapers, nappies"
Molfix Baby Diapers Medium pack,Molfix,Baby Products,GPS-0358,"Molfix baby diapers, Medium pack",Medium pack,"molfix, diapers, nappies"
Molfix Baby Diapers Large pack,Molfix,Baby Products,GPS-0359,"Molfix baby diapers, Large pack",Large pack,"molfix, diapers, nappies"
Cerelac Baby Cereal 400g,Cerelac,Baby Products,GPS-0360,"Cerelac infant cereal, 400g pack",400g,"cerelac, baby food, infant cereal"
NAN Infant Formula 400g,NAN,Baby Products,GPS-0361,"NAN infant milk formula, 400g tin",400g,"nan, infant formula, baby milk"
NAN Infant Formula 900g,NAN,Baby Products,GPS-0362,"NAN infant milk formula, 900g tin",900g,"nan, infant formula, baby milk"
SMA Infant Formula 400g,SMA,Baby Products,GPS-0363,"SMA infant milk formula, 400g tin",400g,"sma, infant formula, baby milk"
Huggies Baby Wipes Pack of 80,Huggies,Baby Products,GPS-0364,"Huggies baby wet wipes, Pack of 80",Pack of 80,"huggies, baby wipes"
Avent Feeding Bottle 125ml,Avent,Baby Products,GPS-0365,"Avent baby feeding bottle, 125ml",125ml,"avent, feeding bottle, baby bottle"
Avent Feeding Bottle 260ml,Avent,Baby Products,GPS-0366,"Avent baby feeding bottle, 260ml",260ml,"avent, feeding bottle, baby bottle"
Club Lager Beer 330ml,Club,Alcoholic Beverages,GPS-0367,"Club premium lager beer, 330ml bottle",330ml,"club beer, lager"
Club Lager Beer 625ml,Club,Alcoholic Beverages,GPS-0368,"Club premium lager beer, 625ml bottle",625ml,"club beer, lager"
Star Lager Beer 330ml,Star,Alcoholic Beverages,GPS-0369,"Star lager beer, 330ml bottle",330ml,"star beer, lager"
Star Lager Beer 625ml,Star,Alcoholic Beverages,GPS-0370,"Star lager beer, 625ml bottle",625ml,"star beer, lager"
Guinness Foreign Extra Stout 330ml,Guinness Foreign Extra,Alcoholic Beverages,GPS-0371,"Guinness Foreign Extra Stout, 330ml bottle",330ml,"guinness, stout"
