name,brand,category,sku,description,package_size,search_keywords
Camara Laye The African Child (Novel) 1 copy,Camara Laye,Novels & Literature,BKS-0162,Camara Laye's autobiographical novel,1 copy,"african child, camara laye, literature"
"Ngugi wa Thiong'o Weep Not, Child (Novel) 1 copy",Ngugi wa Thiong'o,Novels & Literature,BKS-0163,Ngugi wa Thiong'o's classic novel,1 copy,"weep not child, ngugi, literature"
Buchi Emecheta Second Class Citizen (Novel) 1 copy,Buchi Emecheta,Novels & Literature,BKS-0164,Buchi Emecheta's novel on migration and identity,1 copy,"second class citizen, emecheta, literature"
Ola Rotimi The Gods Are Not To Blame (Play) 1 copy,Ola Rotimi,Novels & Literature,BKS-0165,Ola Rotimi's classic Nigerian play,1 copy,"gods are not to blame, rotimi, literature"
Efua Sutherland Marriage of Anansewa (Play) 1 copy,Efua Sutherland,Novels & Literature,BKS-0166,Efua Sutherland's Ghanaian play,1 copy,"marriage of anansewa, sutherland, literature"
August Wilson Fences (Play) 1 copy,August Wilson,Novels & Literature,BKS-0167,August Wilson's award-winning play,1 copy,"fences, august wilson, literature"
Ben Okri An African Elegy (Poetry Collection) 1 copy,Ben Okri,Novels & Literature,BKS-0168,Ben Okri poetry collection,1 copy,"african elegy, ben okri, poetry"
Selected Poems (WASSCE Anthology) 1 copy,,Novels & Literature,BKS-0169,WASSCE prescribed poetry anthology,1 copy,"wassce poetry, poems, literature"
Motivational Book (Success Mindset) 1 copy,,Supplementary Reading,BKS-0170,Popular motivational and self-help book,1 copy,"motivational book, self help"
Business & Entrepreneurship Book 1 copy,,Supplementary Reading,BKS-0171,General business and entrepreneurship guide,1 copy,"business book, entrepreneurship"
Ghanaian History Book 1 copy,,Supplementary Reading,BKS-0172,General Ghanaian history reference book,1 copy,"ghana history, history book"
Biography (Kwame Nkrumah) 1 copy,,Supplementary Reading,BKS-0173,Biography of Ghana's first president,1 copy,"nkrumah biography, ghana history"
Career Guidance Book 1 copy,,Supplementary Reading,BKS-0174,Guide to career choices after SHS,1 copy,"career guidance, career book"
University Admission Guide (Ghana) 1 copy,,Supplementary Reading,BKS-0175,Guide to Ghanaian tertiary admissions process,1 copy,"university admission, tertiary guide"
Exercise Book (Ruled) 40 leaves,,Exercise Books & Notebooks,BKS-0176,"Ruled exercise book, 40 leaves",40 leaves,"exercise book, ruled notebook"
Exercise Book (Squared/Graph) 40 leaves,,Exercise Books & Notebooks,BKS-0177,"Squared graph exercise book, 40 leaves",40 leaves,"graph book, squared paper, exercise book"
Exercise Book (Ruled) 60 leaves,,Exercise Books & Notebooks,BKS-0178,"Ruled exercise book, 60 leaves",60 leaves,"exercise book, ruled notebook"
Exercise Book (Squared/Graph) 60 leaves,,Exercise Books & Notebooks,BKS-0179,"Squared graph exercise book, 60 leaves",60 leaves,"graph book, squared paper, exercise book"
Exercise Book (Ruled) 80 leaves,,Exercise Books & Notebooks,BKS-0180,"Ruled exercise book, 80 leaves",80 leaves,"exercise book, ruled notebook"
Exercise Book (Squared/Graph) 80 leaves,,Exercise Books & Notebooks,BKS-0181,"Squared graph exercise book, 80 leaves",80 leaves,"graph book, squared paper, exercise book"
Exercise Book (Ruled) 100 leaves,,Exercise Books & Notebooks,BKS-0182,"Ruled exercise book, 100 leaves",100 leaves,"exercise book, ruled notebook"
Exercise Book (Squared/Graph) 100 leaves,,Exercise Books & Notebooks,BKS-0183,"Squared graph exercise book, 100 leaves",100 leaves,"graph book, squared paper, exercise book"
Manuscript Book (Music) 40 leaves,,Exercise Books & Notebooks,BKS-0184,"Music manuscript book, 40 leaves",40 leaves,"manuscript book, music book"
Composition Notebook (Hardcover) 100 leaves,,Exercise Books & Notebooks,BKS-0185,"Hardcover composition notebook, 100 leaves",100 leaves,"composition book, hardcover notebook"
Composition Notebook (Hardcover) 200 leaves,,Exercise Books & Notebooks,BKS-0186,"Hardcover composition notebook, 200 leaves",200 leaves,"composition book, hardcover notebook"
Spiral Notebook 80 leaves,,Exercise Books & Notebooks,BKS-0187,"Spiral bound ruled notebook, 80 leaves",80 leaves,spiral notebook
Spiral Notebook 100 leaves,,Exercise Books & Notebooks,BKS-0188,"Spiral bound ruled notebook, 100 leaves",100 leaves,spiral notebook
Sketch Pad A4,,Exercise Books & Notebooks,BKS-0189,"Drawing sketch pad, A4",A4,"sketch pad, drawing pad"
Sketch Pad A3,,Exercise Books & Notebooks,BKS-0190,"Drawing sketch pad, A3",A3,"sketch pad, drawing pad"
Diary/Planner 1 copy,,Exercise Books & Notebooks,BKS-0191,"Daily diary and planner, 1 copy",1 copy,"diary, planner"
Address Book 1 copy,,Exercise Books & Notebooks,BKS-0192,"Personal contacts address book, 1 copy",1 copy,address book
Bic Ballpoint Pen (Blue) 1 piece,Bic,Writing Instruments,BKS-0193,"Bic blue ballpoint pen, 1 piece",1 piece,"bic pen, ballpoint, blue pen"
Bic Ballpoint Pen (Blue) Box of 50,Bic,Writing Instruments,BKS-0194,"Bic blue ballpoint pen, Box of 50",Box of 50,"bic pen, ballpoint, blue pen"
Bic Ballpoint Pen (Black) 1 piece,Bic,Writing Instruments,BKS-0195,"Bic black ballpoint pen, 1 piece",1 piece,"bic pen, ballpoint, black pen"
Bic Ballpoint Pen (Black) Box of 50,Bic,Writing Instruments,BKS-0196,"Bic black ballpoint pen, Box of 50",Box of 50,"bic pen, ballpoint, black pen"
Bic Ballpoint Pen (Red) 1 piece,Bic,Writing Instruments,BKS-0197,"Bic red ballpoint pen, 1 piece",1 piece,"bic pen, red pen"
Pilot Gel Pen 1 piece,Pilot,Writing Instruments,BKS-0198,"Pilot smooth gel pen, 1 piece",1 piece,"pilot pen, gel pen"
Pilot Gel Pen Pack of 5,Pilot,Writing Instruments,BKS-0199,"Pilot smooth gel pen, Pack of 5",Pack of 5,"pilot pen, gel pen"
Parker Fountain Pen 1 piece,Parker,Writing Instruments,BKS-0200,"Parker fountain pen, 1 piece",1 piece,"parker pen, fountain pen"
Staedtler Pencil (HB) 1 piece,Staedtler,Writing Instruments,BKS-0201,"Staedtler HB graphite pencil, 1 piece",1 piece,"staedtler, hb pencil, pencil"
Staedtler Pencil (HB) Box of 12,Staedtler,Writing Instruments,BKS-0202,"Staedtler HB graphite pencil, Box of 12",Box of 12,"staedtler, hb pencil, pencil"
Pentel Mechanical Pencil 0.5mm,Pentel,Writing Instruments,BKS-0203,"Pentel mechanical pencil, 0.5mm",0.5mm,"pentel, mechanical pencil"
Pentel Pencil Lead Refill 0.5mm tube,Pentel,Writing Instruments,BKS-0204,"Pentel mechanical pencil lead refill, 0.5mm tube",0.5mm tube,"pencil lead, refill"
Crayola Coloured Pencils Set 12 pack,Crayola,Writing Instruments,BKS-0205,"Crayola coloured pencil set, 12 pack",12 pack,"crayola, coloured pencils"
Crayola Coloured Pencils Set 24 pack,Crayola,Writing Instruments,BKS-0206,"Crayola coloured pencil set, 24 pack",24 pack,"crayola, coloured pencils"
Stabilo Highlighter Pen 1 piece,Stabilo,Writing Instruments,BKS-0207,"Stabilo highlighter marker pen, 1 piece",1 piece,"stabilo, highlighter"
Stabilo Highlighter Pen Pack of 4,Stabilo,Writing Instruments,BKS-0208,"Stabilo highlighter marker pen, Pack of 4",Pack of 4,"stabilo, highlighter"
Artline Marker Pen (Permanent) 1 piece,Artline,Writing Instruments,BKS-0209,"Artline permanent marker pen, 1 piece",1 piece,"artline, permanent marker"
Artline Whiteboard Marker 1 piece,Artline,Writing Instruments,BKS-0210,"Artline whiteboard dry-erase marker, 1 piece",1 piece,"whiteboard marker, dry erase"
Artline Whiteboard Marker Box of 12,Artline,Writing Instruments,BKS-0211,"Artline whiteboard dry-erase marker, Box of 12",Box of 12,"whiteboard marker, dry erase"
Crayola Crayons Set 16 pack,Crayola,Writing Instruments,BKS-0212,"Crayola wax crayons set, 16 pack",16 pack,"crayons, crayola"
Crayola Crayons Set 24 pack,Crayola,Writing Instruments,BKS-0213,"Crayola wax crayons set, 24 pack",24 pack,"crayons, crayola"
Chalk (White) Box of 100,,Writing Instruments,BKS-0214,"White classroom chalk sticks, Box of 100",Box of 100,"chalk, classroom chalk"
Chalk (Coloured) Box of 50,,Writing Instruments,BKS-0215,"Coloured chalk sticks, Box of 50",Box of 50,coloured chalk
Watercolour Paint Set 12 colours,,Art & Craft Supplies,BKS-0216,"Watercolour paint set with brush, 12 colours",12 colours,"watercolour, paint set, art supplies"
Watercolour Paint Set 24 colours,,Art & Craft Supplies,BKS-0217,"Watercolour paint set with brush, 24 colours",24 colours,"watercolour, paint set, art supplies"
Poster Paint Set 6 colours,,Art & Craft Supplies,BKS-0218,"Poster/tempera paint set, 6 colours",6 colours,"poster paint, tempera paint"
Poster Paint Set 12 colours,,Art & Craft Supplies,BKS-0219,"Poster/tempera paint set, 12 colours",12 colours,"poster paint, tempera paint"
Paint Brushes Set Set of 6,,Art & Craft Supplies,BKS-0220,"Assorted size paint brushes, Set of 6",Set of 6,"paint brushes, art brushes"
Cartridge Paper (A3) Pack of 20,,Art & Craft Supplies,BKS-0221,"A3 cartridge drawing paper, Pack of 20",Pack of 20,"cartridge paper, drawing paper"
Manila Card (Coloured) Pack of 10,,Art & Craft Supplies,BKS-0222,"Assorted colour manila card sheets, Pack of 10",Pack of 10,"manila card, craft paper"
UHU Craft Glue 50ml,UHU,Art & Craft Supplies,BKS-0223,"UHU all-purpose craft glue, 50ml",50ml,"uhu glue, craft glue"
Play-Doh Modelling Clay Pack of 4,Play-Doh,Art & Craft Supplies,BKS-0224,"Play-Doh modelling clay set, Pack of 4",Pack of 4,"play doh, modelling clay"
Scissors (Craft) 1 piece,,Art & Craft Supplies,BKS-0225,"Craft/school scissors, 1 piece",1 piece,"scissors, craft scissors"
Glitter Set Set of 6 colours,,Art & Craft Supplies,BKS-0226,"Assorted colour craft glitter, Set of 6 colours",Set of 6 colours,"glitter, craft supplies"
Ruler (30cm Plastic) 1 piece,,Office & School Supplies,BKS-0227,"Plastic 30cm ruler, 1 piece",1 piece,"ruler, 30cm ruler"
Ruler (Wooden Metre) 1 piece,,Office & School Supplies,BKS-0228,"Wooden metre ruler, 1 piece",1 piece,"metre ruler, wooden ruler"
Maped Mathematical Set (Geometry) 1 set,Maped,Office & School Supplies,BKS-0229,"Maped school mathematical geometry set, 1 set",1 set,"maped, math set, geometry set"
Casio fx-991 Scientific Calculator 1 piece,Casio fx-991,Office & School Supplies,BKS-0230,"Casio fx-991 scientific calculator, 1 piece",1 piece,"casio, scientific calculator"
Basic Calculator 1 piece,,Office & School Supplies,BKS-0231,"Basic 8-digit calculator, 1 piece",1 piece,"calculator, basic calculator"
Staedtler Eraser (Rubber) 1 piece,Staedtler,Office & School Supplies,BKS-0232,"Staedtler rubber eraser, 1 piece",1 piece,"eraser, staedtler"
Sharpener (Metal) 1 piece,,Office & School Supplies,BKS-0233,"Metal pencil sharpener, 1 piece",1 piece,"sharpener, pencil sharpener"
Pencil Case 1 piece,,Office & School Supplies,BKS-0234,"Zippered pencil case pouch, 1 piece",1 piece,"pencil case, pouch"
School Bag (Backpack) Small,,Office & School Supplies,BKS-0235,"Student school backpack, Small",Small,"school bag, backpack"
School Bag (Backpack) Medium,,Office & School Supplies,BKS-0236,"Student school backpack, Medium",Medium,"school bag, backpack"
School Bag (Backpack) Large,,Office & School Supplies,BKS-0237,"Student school backpack, Large",Large,"school bag, backpack"
Lunch Box 1 piece,,Office & School Supplies,BKS-0238,"Plastic lunch box container, 1 piece",1 piece,lunch box
Water Bottle (School) 500ml,,Office & School Supplies,BKS-0239,"Reusable school water bottle, 500ml",500ml,"water bottle, school bottle"
Water Bottle (School) 750ml,,Office & School Supplies,BKS-0240,"Reusable school water bottle, 750ml",750ml,"water bottle, school bottle"
File Folder (Ring Binder) 2-ring,,Office & School Supplies,BKS-0241,"Plastic ring binder file, 2-ring",2-ring,"ring binder, file folder"
File Folder (Ring Binder) 4-ring,,Office & School Supplies,BKS-0242,"Plastic ring binder file, 4-ring",4-ring,"ring binder, file folder"
Clear File Sleeves Pack of 20,,Office & School Supplies,BKS-0243,"Clear plastic document sleeves, Pack of 20",Pack of 20,"file sleeves, plastic sleeves"
Manila Folder Pack of 10,,Office & School Supplies,BKS-0244,"Manila document folders, Pack of 10",Pack of 10,"manila folder, document folder"
Envelope (A4 Brown) Pack of 25,,Office & School Supplies,BKS-0245,"Brown A4 envelopes, Pack of 25",Pack of 25,"envelope, a4 envelope"
Stapler with Pins 1 set,,Office & School Supplies,BKS-0246,"Office stapler with staple pins, 1 set",1 set,"stapler, staple pins"
Paper Clips Box of 100,,Office & School Supplies,BKS-0247,"Metal paper clips, Box of 100",Box of 100,paper clips
Rubber Bands Pack of 100,,Office & School Supplies,BKS-0248,"Assorted rubber bands, Pack of 100",Pack of 100,rubber bands
Tipp-Ex Correction Tape 1 piece,Tipp-Ex,Office & School Supplies,BKS-0249,"Tipp-Ex correction tape roller, 1 piece",1 piece,"correction tape, tippex"
UHU Glue Stick (Office) 8g,UHU,Office & School Supplies,BKS-0250,"UHU office glue stick, 8g",8g,"glue stick, uhu"
UHU Glue Stick (Office) 21g,UHU,Office & School Supplies,BKS-0251,"UHU office glue stick, 21g",21g,"glue stick, uhu"
A4 Paper Ream (80gsm) 500 sheets,,Office & School Supplies,BKS-0252,"A4 white photocopy paper ream, 500 sheets",500 sheets,"a4 paper, photocopy paper, ream"
A4 Paper Ream (Coloured) 500 sheets,,Office & School Supplies,BKS-0253,"A4 coloured printing paper ream, 500 sheets",500 sheets,"coloured paper, a4 paper"
ID Card Holder 1 piece,,Office & School Supplies,BKS-0254,"Plastic ID card holder with lanyard, 1 piece",1 piece,"id card holder, lanyard"
Laminating Pouch Pack of 100,,Office & School Supplies,BKS-0255,"A4 laminating pouches, Pack of 100",Pack of 100,"laminating pouch, lamination sheet"
Whiteboard (Small) A3 size,,Office & School Supplies,BKS-0256,"Portable small whiteboard, A3 size",A3 size,"whiteboard, small whiteboard"
Whiteboard (Small) A4 size,,Office & School Supplies,BKS-0257,"Portable small whiteboard, A4 size",A4 size,"whiteboard, small whiteboard"
Flash Cards (Blank) Pack of 50,,Office & School Supplies,BKS-0258,"Blank index/flash cards, Pack of 50",Pack of 50,"flash cards, index cards"
Graph Paper Pad A4,,Office & School Supplies,BKS-0259,"Graph paper pad, A4",A4,graph paper
"Cash Book (Ledger) A4, 100 pages",,Office & School Supplies,BKS-0260,"Accounting cash book ledger, A4, 100 pages","A4, 100 pages","cash book, ledger, accounting book"
"Receipt Book Duplicate, 50 sets",,Office & School Supplies,BKS-0261,"Duplicate receipt book, Duplicate, 50 sets","Duplicate, 50 sets",receipt book
"Invoice Book Duplicate, 50 sets",,Office & School Supplies,BKS-0262,"Duplicate invoice book, Duplicate, 50 sets","Duplicate, 50 sets",invoice book
Visitors Book 1 copy,,Office & School Supplies,BKS-0263,"Office/school visitors log book, 1 copy",1 copy,"visitors book, log book"
Attendance Register 1 copy,,Office & School Supplies,BKS-0264,"Class attendance register book, 1 copy",1 copy,"attendance register, class register"
Periodic Table Chart A2,,Educational Charts & Posters,BKS-0265,"Wall chart of the periodic table of elements, A2",A2,"periodic table, chemistry chart"
Human Body Anatomy Chart A2,,Educational Charts & Posters,BKS-0266,"Wall chart of human body anatomy, A2",A2,"anatomy chart, biology chart"
World Map Poster A1,,Educational Charts & Posters,BKS-0267,"World map wall poster, A1",A1,"world map, geography poster"
Ghana Map Poster A2,,Educational Charts & Posters,BKS-0268,"Map of Ghana wall poster, A2",A2,"ghana map, geography poster"
Alphabet Wall Chart A2,,Educational Charts & Posters,BKS-0269,"Alphabet learning wall chart, A2",A2,"alphabet chart, abc chart"
Multiplication Table Chart A2,,Educational Charts & Posters,BKS-0270,"Multiplication table wall chart, A2",A2,"multiplication chart, maths chart"
Solar System Chart A2,,Educational Charts & Posters,BKS-0271,"Solar system planets wall chart, A2",A2,"solar system chart, science chart"
