name,brand,category,sku,description,package_size,search_keywords
Threaded Rod 10mm,,Fasteners & Fixings,HDW-0194,"Galvanised threaded rod, 10mm, per length",10mm,"threaded rod, all thread"
Threaded Rod 12mm,,Fasteners & Fixings,HDW-0195,"Galvanised threaded rod, 12mm, per length",12mm,"threaded rod, all thread"
Hinges (Door) 3 inch,,Fasteners & Fixings,HDW-0196,"Steel butt door hinges, 3 inch",3 inch,"hinges, door hinges"
Hinges (Door) 4 inch,,Fasteners & Fixings,HDW-0197,"Steel butt door hinges, 4 inch",4 inch,"hinges, door hinges"
Hinges (Door) Pair,,Fasteners & Fixings,HDW-0198,"Steel butt door hinges, Pair",Pair,"hinges, door hinges"
Padlock Small,,Fasteners & Fixings,HDW-0199,"Brass/steel security padlock, Small",Small,"padlock, lock"
Padlock Medium,,Fasteners & Fixings,HDW-0200,"Brass/steel security padlock, Medium",Medium,"padlock, lock"
Padlock Large,,Fasteners & Fixings,HDW-0201,"Brass/steel security padlock, Large",Large,"padlock, lock"
Door Lock (Mortice) 1 set,,Fasteners & Fixings,HDW-0202,"Mortice door lock set with keys, 1 set",1 set,"door lock, mortice lock"
Door Handle Set 1 set,,Fasteners & Fixings,HDW-0203,"Lever door handle set, 1 set",1 set,"door handle, lever handle"
Tower Bolt / Barrel Bolt 4 inch,,Fasteners & Fixings,HDW-0204,"Steel tower barrel bolt, 4 inch",4 inch,"tower bolt, barrel bolt, door bolt"
Tower Bolt / Barrel Bolt 6 inch,,Fasteners & Fixings,HDW-0205,"Steel tower barrel bolt, 6 inch",6 inch,"tower bolt, barrel bolt, door bolt"
Aldrop (Door Latch) Small,,Fasteners & Fixings,HDW-0206,"Door aldrop latch with lock hole, Small",Small,"aldrop, door latch"
Aldrop (Door Latch) Large,,Fasteners & Fixings,HDW-0207,"Door aldrop latch with lock hole, Large",Large,"aldrop, door latch"
Chain (Galvanised) Per metre,,Fasteners & Fixings,HDW-0208,"Galvanised steel chain, Per metre",Per metre,"chain, galvanised chain"
Claw Hammer 1 piece,,Hand Tools,HDW-0209,"Steel claw hammer, 1 piece",1 piece,"hammer, claw hammer"
Club / Lump Hammer 2lb,,Hand Tools,HDW-0210,"Club lump hammer, 2lb",2lb,"club hammer, lump hammer, mallet"
Club / Lump Hammer 4lb,,Hand Tools,HDW-0211,"Club lump hammer, 4lb",4lb,"club hammer, lump hammer, mallet"
Sledge Hammer 6lb,,Hand Tools,HDW-0212,"Heavy sledge hammer, 6lb",6lb,"sledge hammer, big hammer"
Sledge Hammer 10lb,,Hand Tools,HDW-0213,"Heavy sledge hammer, 10lb",10lb,"sledge hammer, big hammer"
Hand Saw (Wood) 1 piece,,Hand Tools,HDW-0214,"Carpenter's wood hand saw, 1 piece",1 piece,"hand saw, wood saw"
Hacksaw (Metal) 1 piece,,Hand Tools,HDW-0215,"Adjustable metal hacksaw frame, 1 piece",1 piece,"hacksaw, metal saw"
Hacksaw Blades Pack of 10,,Hand Tools,HDW-0216,"Bi-metal hacksaw blades, Pack of 10",Pack of 10,hacksaw blades
Wood Chisel Set Set of 4,,Hand Tools,HDW-0217,"Carpenter's wood chisel set, Set of 4",Set of 4,"chisel, wood chisel"
Cold Chisel 1 piece,,Hand Tools,HDW-0218,"Steel cold chisel, 1 piece",1 piece,"cold chisel, masonry chisel"
Screwdriver Set Set of 6,,Hand Tools,HDW-0219,"Flat and Phillips screwdriver set, Set of 6",Set of 6,"screwdriver set, screwdrivers"
Pliers (Combination) 8 inch,,Hand Tools,HDW-0220,"Combination pliers, 8 inch",8 inch,"pliers, combination pliers"
Adjustable Wrench (Spanner) 8 inch,,Hand Tools,HDW-0221,"Adjustable wrench spanner, 8 inch",8 inch,"adjustable wrench, spanner"
Adjustable Wrench (Spanner) 10 inch,,Hand Tools,HDW-0222,"Adjustable wrench spanner, 10 inch",10 inch,"adjustable wrench, spanner"
Adjustable Wrench (Spanner) 12 inch,,Hand Tools,HDW-0223,"Adjustable wrench spanner, 12 inch",12 inch,"adjustable wrench, spanner"
Spanner Set (Combination) Set of 8,,Hand Tools,HDW-0224,"Combination spanner set, Set of 8",Set of 8,"spanner set, wrench set"
Spanner Set (Combination) Set of 12,,Hand Tools,HDW-0225,"Combination spanner set, Set of 12",Set of 12,"spanner set, wrench set"
Socket Set Set of 24,,Hand Tools,HDW-0226,"Socket wrench set with ratchet, Set of 24",Set of 24,"socket set, ratchet set"
Socket Set Set of 40,,Hand Tools,HDW-0227,"Socket wrench set with ratchet, Set of 40",Set of 40,"socket set, ratchet set"
Pipe Wrench (Stillson) 10 inch,,Hand Tools,HDW-0228,"Stillson pipe wrench, 10 inch",10 inch,"pipe wrench, stillson"
Pipe Wrench (Stillson) 14 inch,,Hand Tools,HDW-0229,"Stillson pipe wrench, 14 inch",14 inch,"pipe wrench, stillson"
Measuring Tape 3m,,Hand Tools,HDW-0230,"Retractable measuring tape, 3m",3m,"measuring tape, tape measure"
Measuring Tape 5m,,Hand Tools,HDW-0231,"Retractable measuring tape, 5m",5m,"measuring tape, tape measure"
Measuring Tape 8m,,Hand Tools,HDW-0232,"Retractable measuring tape, 8m",8m,"measuring tape, tape measure"
Spirit Level 30cm,,Hand Tools,HDW-0233,"Aluminium spirit level, 30cm",30cm,"spirit level, level"
Spirit Level 60cm,,Hand Tools,HDW-0234,"Aluminium spirit level, 60cm",60cm,"spirit level, level"
Spirit Level 120cm,,Hand Tools,HDW-0235,"Aluminium spirit level, 120cm",120cm,"spirit level, level"
Plumb Bob 1 piece,,Hand Tools,HDW-0236,"Steel plumb bob with line, 1 piece",1 piece,"plumb bob, plumb line"
Try Square 1 piece,,Hand Tools,HDW-0237,"Carpenter's try square, 1 piece",1 piece,"try square, set square"
Trowel (Bricklaying) 1 piece,,Hand Tools,HDW-0238,"Bricklayer's pointing trowel, 1 piece",1 piece,"trowel, bricklaying trowel"
Plastering Trowel (Float) 1 piece,,Hand Tools,HDW-0239,"Steel plastering float trowel, 1 piece",1 piece,"plastering trowel, float"
Wooden Float 1 piece,,Hand Tools,HDW-0240,"Wooden plastering float, 1 piece",1 piece,"wooden float, plaster float"
Concrete Mixing Hoe 1 piece,,Hand Tools,HDW-0241,"Concrete mixing hoe, 1 piece",1 piece,"mixing hoe, hoe"
Shovel 1 piece,,Hand Tools,HDW-0242,"Steel digging shovel, 1 piece",1 piece,"shovel, spade"
Spade 1 piece,,Hand Tools,HDW-0243,"Digging spade, 1 piece",1 piece,"spade, garden spade"
Pickaxe / Mattock 1 piece,,Hand Tools,HDW-0244,"Pickaxe mattock with handle, 1 piece",1 piece,"pickaxe, mattock"
Wheelbarrow 1 piece,,Hand Tools,HDW-0245,"Heavy duty builder's wheelbarrow, 1 piece",1 piece,"wheelbarrow, barrow"
Head Pan (Metal) 1 piece,,Hand Tools,HDW-0246,"Metal builder's head pan, 1 piece",1 piece,"head pan, carrying pan"
Bucket (Builder's) 1 piece,,Hand Tools,HDW-0247,"Heavy duty plastic builder's bucket, 1 piece",1 piece,"bucket, builders bucket"
Bolt Cutter 14 inch,,Hand Tools,HDW-0248,"Heavy duty bolt cutter, 14 inch",14 inch,bolt cutter
Bolt Cutter 24 inch,,Hand Tools,HDW-0249,"Heavy duty bolt cutter, 24 inch",24 inch,bolt cutter
Crowbar / Wrecking Bar Small,,Hand Tools,HDW-0250,"Steel crowbar wrecking bar, Small",Small,"crowbar, wrecking bar"
Crowbar / Wrecking Bar Large,,Hand Tools,HDW-0251,"Steel crowbar wrecking bar, Large",Large,"crowbar, wrecking bar"
File Set (Metal) Set of 5,,Hand Tools,HDW-0252,"Assorted metal file set, Set of 5",Set of 5,"files, metal files"
Wire Brush 1 piece,,Hand Tools,HDW-0253,"Steel wire cleaning brush, 1 piece",1 piece,wire brush
Bosch Angle Grinder 4 inch,Bosch,Power Tools,HDW-0254,"Bosch angle grinder, 4 inch",4 inch,"angle grinder, bosch grinder"
Bosch Angle Grinder 7 inch,Bosch,Power Tools,HDW-0255,"Bosch angle grinder, 7 inch",7 inch,"angle grinder, bosch grinder"
Bosch Electric Drill 1 piece,Bosch,Power Tools,HDW-0256,"Bosch impact electric drill, 1 piece",1 piece,"electric drill, bosch drill"
Bosch Rotary Hammer Drill (SDS) 1 piece,Bosch,Power Tools,HDW-0257,"Bosch SDS rotary hammer drill, 1 piece",1 piece,"hammer drill, sds drill"
Cordless Drill 12V,,Power Tools,HDW-0258,"Rechargeable cordless drill driver, 12V",12V,"cordless drill, rechargeable drill"
Cordless Drill 18V,,Power Tools,HDW-0259,"Rechargeable cordless drill driver, 18V",18V,"cordless drill, rechargeable drill"
Cordless Drill 21V,,Power Tools,HDW-0260,"Rechargeable cordless drill driver, 21V",21V,"cordless drill, rechargeable drill"
Circular Saw 7 inch,,Power Tools,HDW-0261,"Electric circular wood saw, 7 inch",7 inch,"circular saw, wood saw"
Jigsaw 1 piece,,Power Tools,HDW-0262,"Electric jigsaw, 1 piece",1 piece,"jigsaw, cutting saw"
Marble / Tile Cutter 1 piece,,Power Tools,HDW-0263,"Electric marble tile cutting machine, 1 piece",1 piece,"tile cutter, marble cutter"
Bench Grinder 6 inch,,Power Tools,HDW-0264,"Bench grinding machine, 6 inch",6 inch,"bench grinder, grinding machine"
Bench Grinder 8 inch,,Power Tools,HDW-0265,"Bench grinding machine, 8 inch",8 inch,"bench grinder, grinding machine"
Concrete Vibrator (Poker) 1 piece,,Power Tools,HDW-0266,"Concrete poker vibrator, 1 piece",1 piece,"concrete vibrator, poker vibrator"
Concrete Mixer 1 bag,,Power Tools,HDW-0267,"Portable concrete mixing machine, 1 bag",1 bag,"concrete mixer, cement mixer"
Concrete Mixer 2 bag,,Power Tools,HDW-0268,"Portable concrete mixing machine, 2 bag",2 bag,"concrete mixer, cement mixer"
Welding Machine (Arc) 200A,,Power Tools,HDW-0269,"Inverter arc welding machine, 200A",200A,"welding machine, arc welder"
Welding Machine (Arc) 250A,,Power Tools,HDW-0270,"Inverter arc welding machine, 250A",250A,"welding machine, arc welder"
Welding Electrodes (Rods) 2.5mm,,Power Tools,HDW-0271,"Arc welding electrode rods, 2.5mm, per pack",2.5mm,"welding rods, electrodes"
Welding Electrodes (Rods) 3.2mm,,Power Tools,HDW-0272,"Arc welding electrode rods, 3.2mm, per pack",3.2mm,"welding rods, electrodes"
Welding Helmet 1 piece,,Power Tools,HDW-0273,"Auto-darkening welding helmet, 1 piece",1 piece,"welding helmet, welding mask"
Cutting Disc 4 inch,,Power Tools,HDW-0274,"Abrasive metal cutting disc, 4 inch",4 inch,"cutting disc, grinder disc"
Cutting Disc 7 inch,,Power Tools,HDW-0275,"Abrasive metal cutting disc, 7 inch",7 inch,"cutting disc, grinder disc"
Grinding Disc 4 inch,,Power Tools,HDW-0276,"Abrasive grinding disc, 4 inch",4 inch,grinding disc
Grinding Disc 7 inch,,Power Tools,HDW-0277,"Abrasive grinding disc, 7 inch",7 inch,grinding disc
Drill Bit Set (Masonry) Set of 5,,Power Tools,HDW-0278,"Masonry drill bit set, Set of 5",Set of 5,"drill bits, masonry bits"
Drill Bit Set (Wood/Metal) Set of 13,,Power Tools,HDW-0279,"HSS wood and metal drill bit set, Set of 13",Set of 13,"drill bits, hss bits"
Water Pump (Petrol) 2 inch,,Power Tools,HDW-0280,"Petrol water transfer pump, 2 inch",2 inch,"water pump, petrol pump"
Water Pump (Petrol) 3 inch,,Power Tools,HDW-0281,"Petrol water transfer pump, 3 inch",3 inch,"water pump, petrol pump"
Ceramic Floor Tiles 30x30cm,,Tiles & Flooring,HDW-0282,"Ceramic floor tiles, 30x30cm, per box",30x30cm,"floor tiles, ceramic tiles"
Ceramic Floor Tiles 40x40cm,,Tiles & Flooring,HDW-0283,"Ceramic floor tiles, 40x40cm, per box",40x40cm,"floor tiles, ceramic tiles"
Ceramic Floor Tiles 60x60cm,,Tiles & Flooring,HDW-0284,"Ceramic floor tiles, 60x60cm, per box",60x60cm,"floor tiles, ceramic tiles"
Porcelain Tiles 60x60cm,,Tiles & Flooring,HDW-0285,"Polished porcelain tiles, 60x60cm, per box",60x60cm,"porcelain tiles, floor tiles"
Wall Tiles (Ceramic) 25x40cm,,Tiles & Flooring,HDW-0286,"Ceramic wall tiles, 25x40cm, per box",25x40cm,"wall tiles, ceramic tiles"
Wall Tiles (Ceramic) 30x60cm,,Tiles & Flooring,HDW-0287,"Ceramic wall tiles, 30x60cm, per box",30x60cm,"wall tiles, ceramic tiles"
Tile Adhesive (Cement Based) 20kg bag,,Tiles & Flooring,HDW-0288,"Cement-based tile adhesive, 20kg bag",20kg bag,"tile adhesive, tile cement, thinset"
Tile Grout 1kg,,Tiles & Flooring,HDW-0289,"Tile joint grout filler, 1kg",1kg,"grout, tile grout"
Tile Grout 5kg,,Tiles & Flooring,HDW-0290,"Tile joint grout filler, 5kg",5kg,"grout, tile grout"
Tile Spacers Pack of 100,,Tiles & Flooring,HDW-0291,"Plastic tile spacers, Pack of 100",Pack of 100,tile spacers
Tile Trim (Edge) Per length,,Tiles & Flooring,HDW-0292,"Aluminium tile edge trim, Per length",Per length,"tile trim, edge trim"
Vinyl Flooring Per metre,,Tiles & Flooring,HDW-0293,"PVC vinyl floor covering, Per metre",Per metre,"vinyl flooring, pvc floor"
Terrazzo Chips Per bag,,Tiles & Flooring,HDW-0294,"Marble terrazzo chips, Per bag",Per bag,"terrazzo chips, marble chips"
Plywood (Marine) 4mm,,Wood & Boards,HDW-0295,"Marine plywood board, 4mm, per sheet",4mm,"plywood, marine plywood, board"
Plywood (Marine) 9mm,,Wood & Boards,HDW-0296,"Marine plywood board, 9mm, per sheet",9mm,"plywood, marine plywood, board"
Plywood (Marine) 18mm,,Wood & Boards,HDW-0297,"Marine plywood board, 18mm, per sheet",18mm,"plywood, marine plywood, board"
Plywood (Ordinary) 4mm,,Wood & Boards,HDW-0298,"Ordinary plywood board, 4mm, per sheet",4mm,"plywood, board"
Plywood (Ordinary) 9mm,,Wood & Boards,HDW-0299,"Ordinary plywood board, 9mm, per sheet",9mm,"plywood, board"
Plywood (Ordinary) 12mm,,Wood & Boards,HDW-0300,"Ordinary plywood board, 12mm, per sheet",12mm,"plywood, board"
MDF Board 9mm,,Wood & Boards,HDW-0301,"Medium density fibreboard, 9mm, per sheet",9mm,"mdf, mdf board, fibreboard"
MDF Board 18mm,,Wood & Boards,HDW-0302,"Medium density fibreboard, 18mm, per sheet",18mm,"mdf, mdf board, fibreboard"
Chipboard / Particle Board 18mm,,Wood & Boards,HDW-0303,"Particle chipboard, 18mm, per sheet",18mm,"chipboard, particle board"
Ceiling Board (POP/Gypsum) Per sheet,,Wood & Boards,HDW-0304,"Gypsum plasterboard ceiling sheet, Per sheet",Per sheet,"ceiling board, gypsum board, pop"
PVC Ceiling Board Per length,,Wood & Boards,HDW-0305,"PVC ceiling panel board, Per length",Per length,"pvc ceiling, ceiling panel"
Timber (Wawa) 1x6 inch,,Wood & Boards,HDW-0306,"Wawa sawn timber, 1x6 inch, per length",1x6 inch,"timber, wawa, lumber, wood"
Timber (Wawa) 2x4 inch,,Wood & Boards,HDW-0307,"Wawa sawn timber, 2x4 inch, per length",2x4 inch,"timber, wawa, lumber, wood"
Timber (Wawa) 2x6 inch,,Wood & Boards,HDW-0308,"Wawa sawn timber, 2x6 inch, per length",2x6 inch,"timber, wawa, lumber, wood"
Timber (Odum/Hardwood) 2x4 inch,,Wood & Boards,HDW-0309,"Odum hardwood timber, 2x4 inch, per length",2x4 inch,"odum, hardwood timber"
Timber (Odum/Hardwood) 2x6 inch,,Wood & Boards,HDW-0310,"Odum hardwood timber, 2x6 inch, per length",2x6 inch,"odum, hardwood timber"
Roofing Laths / Battens Per length,,Wood & Boards,HDW-0311,"Wooden roofing laths, Per length",Per length,"laths, battens, roofing wood"
Wood Glue (Carpenter's) 500ml,,Wood & Boards,HDW-0312,"Carpenter's PVA wood glue, 500ml",500ml,"wood glue, pva glue"
Wood Glue (Carpenter's) 1L,,Wood & Boards,HDW-0313,"Carpenter's PVA wood glue, 1L",1L,"wood glue, pva glue"
Silicone Sealant (Clear) 300ml,,Adhesives & Sealants,HDW-0314,"Clear silicone sealant, 300ml",300ml,"silicone, sealant, clear silicone"
Silicone Sealant (White) 300ml,,Adhesives & Sealants,HDW-0315,"White silicone sealant, 300ml",300ml,"silicone, white sealant"
Contact Adhesive (Cement Glue) 250ml,,Adhesives & Sealants,HDW-0316,"Contact cement adhesive glue, 250ml",250ml,"contact adhesive, cement glue, top bond"
Contact Adhesive (Cement Glue) 1L,,Adhesives & Sealants,HDW-0317,"Contact cement adhesive glue, 1L",1L,"contact adhesive, cement glue, top bond"
Contact Adhesive (Cement Glue) 4L,,Adhesives & Sealants,HDW-0318,"Contact cement adhesive glue, 4L",4L,"contact adhesive, cement glue, top bond"
Super Glue 3g,,Adhesives & Sealants,HDW-0319,"Cyanoacrylate super glue, 3g",3g,"super glue, instant glue"
Super Glue Pack of 12,,Adhesives & Sealants,HDW-0320,"Cyanoacrylate super glue, Pack of 12",Pack of 12,"super glue, instant glue"
Epoxy Adhesive (2-Part) 1 set,,Adhesives & Sealants,HDW-0321,"Two-part epoxy resin adhesive, 1 set",1 set,"epoxy, epoxy glue"
PVC Solvent Cement 250ml,,Adhesives & Sealants,HDW-0322,"PVC pipe solvent cement, 250ml",250ml,"pvc cement, solvent glue"
PVC Solvent Cement 500ml,,Adhesives & Sealants,HDW-0323,"PVC pipe solvent cement, 500ml",500ml,"pvc cement, solvent glue"
Waterproofing Compound 5L,,Adhesives & Sealants,HDW-0324,"Cement waterproofing coating, 5L",5L,"waterproofing, waterproof coating"
Waterproofing Compound 20L,,Adhesives & Sealants,HDW-0325,"Cement waterproofing coating, 20L",20L,"waterproofing, waterproof coating"
Bituminous Damp Proofing 5L,,Adhesives & Sealants,HDW-0326,"Bitumen damp proof coating, 5L",5L,"damp proofing, bitumen, dpm"
Bituminous Damp Proofing 25L,,Adhesives & Sealants,HDW-0327,"Bitumen damp proof coating, 25L",25L,"damp proofing, bitumen, dpm"
Foam Sealant (Expanding) 750ml,,Adhesives & Sealants,HDW-0328,"PU expanding foam filler, 750ml",750ml,"expanding foam, pu foam"
Safety Helmet (Hard Hat) 1 piece,,Safety & Misc,HDW-0329,"Industrial safety hard hat, 1 piece",1 piece,"safety helmet, hard hat"
Safety Boots (Steel Toe) 1 pair,,Safety & Misc,HDW-0330,"Steel toe safety boots, 1 pair",1 pair,"safety boots, work boots"
Safety Gloves 1 pair,,Safety & Misc,HDW-0331,"Protective work gloves, 1 pair",1 pair,"safety gloves, work gloves"
Safety Goggles 1 piece,,Safety & Misc,HDW-0332,"Clear protective safety goggles, 1 piece",1 piece,"safety goggles, eye protection"
Dust Mask / Respirator Pack of 10,,Safety & Misc,HDW-0333,"Disposable dust masks, Pack of 10",Pack of 10,"dust mask, respirator"
Reflective Safety Vest 1 piece,,Safety & Misc,HDW-0334,"High visibility reflective vest, 1 piece",1 piece,"safety vest, reflective jacket"
Ear Muffs / Plugs 1 set,,Safety & Misc,HDW-0335,"Hearing protection ear muffs, 1 set",1 set,"ear muffs, ear protection"
Tarpaulin Small,,Safety & Misc,HDW-0336,"Waterproof tarpaulin sheet, Small",Small,"tarpaulin, tarp, cover sheet"
Tarpaulin Medium,,Safety & Misc,HDW-0337,"Waterproof tarpaulin sheet, Medium",Medium,"tarpaulin, tarp, cover sheet"
Tarpaulin Large,,Safety & Misc,HDW-0338,"Waterproof tarpaulin sheet, Large",Large,"tarpaulin, tarp, cover sheet"
Rope (Nylon) Per metre,,Safety & Misc,HDW-0339,"Nylon utility rope, Per metre",Per metre,"rope, nylon rope"
Rope (Nylon) Roll,,Safety & Misc,HDW-0340,"Nylon utility rope, Roll",Roll,"rope, nylon rope"
Ladder (Aluminium) 6ft,,Safety & Misc,HDW-0341,"Aluminium step/extension ladder, 6ft",6ft,"ladder, aluminium ladder"
Ladder (Aluminium) 8ft,,Safety & Misc,HDW-0342,"Aluminium step/extension ladder, 8ft",8ft,"ladder, aluminium ladder"
Ladder (Aluminium) 12ft,,Safety & Misc,HDW-0343,"Aluminium step/extension ladder, 12ft",12ft,"ladder, aluminium ladder"
Torch / Work Light (Rechargeable) 1 piece,,Safety & Misc,HDW-0344,"Rechargeable LED work light, 1 piece",1 piece,"work light, torch, rechargeable light"
