name,brand,category,sku,description,package_size,search_keywords
Washing Line (Rope) 10m,,Household & Cleaning,GPS-0626,"Nylon washing line rope, 10m",10m,"washing line, rope"
Tiger Head Batteries (AAA) Pack of 4,Tiger Head,Household & Cleaning,GPS-0627,"Tiger Head AAA batteries, Pack of 4",Pack of 4,"aaa batteries, tiger head"
Philips LED Bulb 9W,Philips,Household & Cleaning,GPS-0628,"Philips LED energy saving bulb, 9W",9W,"philips led bulb, light bulb"
Philips LED Bulb 12W,Philips,Household & Cleaning,GPS-0629,"Philips LED energy saving bulb, 12W",12W,"philips led bulb, light bulb"
Extension Socket 4-way,,Household & Cleaning,GPS-0630,"Electrical extension socket, 4-way",4-way,"extension socket, power strip"
Dr. Browns Baby Diapers Medium pack,Dr. Browns,Baby Products,GPS-0631,"Dr. Browns baby diapers, Medium pack",Medium pack,dr browns diapers
Aptamil Baby Formula 400g,Aptamil,Baby Products,GPS-0632,"Aptamil infant milk formula, 400g tin",400g,"aptamil, baby formula"
Johnson's Baby Lotion 200ml,Johnson's,Baby Products,GPS-0633,"Johnson's baby lotion, 200ml bottle",200ml,johnsons baby lotion
Johnson's Baby Shampoo 200ml,Johnson's,Baby Products,GPS-0634,"Johnson's no-tears baby shampoo, 200ml bottle",200ml,johnsons baby shampoo
Cerelac Baby Cereal (Rice) 400g,Cerelac,Baby Products,GPS-0635,"Cerelac rice infant cereal, 400g pack",400g,"cerelac rice, baby cereal"
Teething Gel 15g,,Baby Products,GPS-0636,"Baby teething relief gel, 15g tube",15g,"teething gel, baby gel"
Baby Feeding Spoon Set 1 set,,Baby Products,GPS-0637,"Soft-tip baby feeding spoons, 1 set",1 set,"baby spoon, feeding set"
Baby Nappy Bags Pack of 50,,Baby Products,GPS-0638,"Disposable nappy sacks, Pack of 50",Pack of 50,"nappy bags, diaper bags"
ABC Extra Stout Lager Beer 600ml,ABC Extra Stout,Alcoholic Beverages,GPS-0639,"ABC Extra Stout beer, 600ml bottle",600ml,"abc stout, beer"
Savanna Dry Cider 330ml,Savanna Dry,Alcoholic Beverages,GPS-0640,"Savanna Dry premium cider, 330ml bottle",330ml,"savanna, cider"
Smirnoff Vodka 200ml,Smirnoff,Alcoholic Beverages,GPS-0641,"Smirnoff vodka, 200ml bottle",200ml,"smirnoff, vodka"
Smirnoff Vodka 750ml,Smirnoff,Alcoholic Beverages,GPS-0642,"Smirnoff vodka, 750ml bottle",750ml,"smirnoff, vodka"
Baileys Irish Cream 350ml,,Alcoholic Beverages,GPS-0643,"Baileys Irish cream liqueur, 350ml bottle",350ml,"baileys, irish cream"
Local Gin (Akpeteshie) 350ml,,Alcoholic Beverages,GPS-0644,"Traditional local akpeteshie gin, 350ml bottle",350ml,"akpeteshie, local gin"
Four Cousins Wine (White) 750ml,Four Cousins,Alcoholic Beverages,GPS-0645,"Four Cousins sweet white wine, 750ml bottle",750ml,four cousins white wine
Champagne (Sparkling Wine) 750ml,,Alcoholic Beverages,GPS-0646,"Sparkling celebration wine, 750ml bottle",750ml,"sparkling wine, champagne"
Frozen Chicken (Whole) 1kg,,Frozen & Chilled Foods,GPS-0647,"Frozen whole chicken, 1kg pack",1kg,"frozen chicken, chicken"
Frozen Chicken (Whole) 2kg,,Frozen & Chilled Foods,GPS-0648,"Frozen whole chicken, 2kg pack",2kg,"frozen chicken, chicken"
Frozen Chicken Wings 1kg,,Frozen & Chilled Foods,GPS-0649,"Frozen chicken wings, 1kg pack",1kg,"chicken wings, frozen"
Frozen Chicken Thighs 1kg,,Frozen & Chilled Foods,GPS-0650,"Frozen chicken thighs, 1kg pack",1kg,"chicken thighs, frozen"
Frozen Turkey Tail 1kg,,Frozen & Chilled Foods,GPS-0651,"Frozen turkey tail, 1kg pack",1kg,"turkey tail, frozen"
Frozen Fish (Tilapia) 1kg,,Frozen & Chilled Foods,GPS-0652,"Frozen whole tilapia fish, 1kg pack",1kg,"tilapia, frozen fish"
Frozen Fish (Herrings/Momoni) 1kg,,Frozen & Chilled Foods,GPS-0653,"Frozen herring fish, 1kg pack",1kg,"herrings, momoni, frozen fish"
Frozen Mackerel (Salmon) 1kg,,Frozen & Chilled Foods,GPS-0654,"Frozen mackerel fish (locally salmon), 1kg pack",1kg,"salmon, mackerel, frozen fish"
Frozen Shrimp 500g,,Frozen & Chilled Foods,GPS-0655,"Frozen shrimp/prawns, 500g pack",500g,"shrimp, prawns, frozen"
Beef Cuts (Frozen) 1kg,,Frozen & Chilled Foods,GPS-0656,"Frozen beef cuts, 1kg pack",1kg,"beef, frozen meat"
Goat Meat (Frozen) 1kg,,Frozen & Chilled Foods,GPS-0657,"Frozen goat meat cuts, 1kg pack",1kg,"goat meat, frozen meat"
Frytol Farms Sausages (Fresh/Chilled) 500g,Frytol Farms,Frozen & Chilled Foods,GPS-0658,"Chilled beef sausages, 500g pack",500g,"sausages, chilled meat"
Kebab Sticks (Ready) Pack of 10,,Frozen & Chilled Foods,GPS-0659,"Ready-to-grill kebab sticks, Pack of 10",Pack of 10,"kebab, frozen kebab"
Sliced Bread 500g loaf,,Bakery,GPS-0660,"Sliced white bread loaf, 500g loaf",500g loaf,"bread, sliced bread, loaf"
Sugar Bread 500g loaf,,Bakery,GPS-0661,"Sweet sugar bread loaf, 500g loaf",500g loaf,"sugar bread, sweet bread"
Brown Bread (Wholemeal) 500g loaf,,Bakery,GPS-0662,"Wholemeal brown bread loaf, 500g loaf",500g loaf,"brown bread, wholemeal"
Meat Pie 1 piece,,Bakery,GPS-0663,"Freshly baked meat pie, 1 piece",1 piece,"meat pie, bakery"
Doughnuts Pack of 6,,Bakery,GPS-0664,"Fresh doughnuts, Pack of 6 pack",Pack of 6,"doughnuts, bakery snack"
Tea Bread Rolls Pack of 6,,Bakery,GPS-0665,"Soft tea bread rolls, Pack of 6",Pack of 6,"tea bread, bread rolls"
Butter Cake (Slice) 1 slice,,Bakery,GPS-0666,"Butter cake slice, 1 slice",1 slice,"butter cake, bakery cake"
Exercise Book 40 leaves,,Stationery & Sundries,GPS-0667,"Ruled school exercise book, 40 leaves",40 leaves,"exercise book, school stationery"
Exercise Book 80 leaves,,Stationery & Sundries,GPS-0668,"Ruled school exercise book, 80 leaves",80 leaves,"exercise book, school stationery"
Bic Ballpoint Pen Pack of 10,Bic,Stationery & Sundries,GPS-0669,"Bic ballpoint pens, Pack of 10",Pack of 10,"bic pen, ballpoint pen"
Pencils (HB) Pack of 10,,Stationery & Sundries,GPS-0670,"HB graphite pencils, Pack of 10",Pack of 10,"pencils, hb pencil"
Ruler (30cm) 1 piece,,Stationery & Sundries,GPS-0671,"Plastic 30cm ruler, 1 piece",1 piece,"ruler, stationery"
Eraser 1 piece,,Stationery & Sundries,GPS-0672,"Rubber eraser, 1 piece",1 piece,"eraser, rubber"
Sharpener 1 piece,,Stationery & Sundries,GPS-0673,"Pencil sharpener, 1 piece",1 piece,"sharpener, stationery"
A4 Paper Ream 500 sheets,,Stationery & Sundries,GPS-0674,"A4 photocopy paper ream, 500 sheets",500 sheets,"a4 paper, photocopy paper"
Envelopes Pack of 25,,Stationery & Sundries,GPS-0675,"White office envelopes, Pack of 25",Pack of 25,"envelopes, stationery"
Stapler 1 piece,,Stationery & Sundries,GPS-0676,"Office desk stapler, 1 piece",1 piece,"stapler, office supplies"
Staple Pins Box,,Stationery & Sundries,GPS-0677,"Standard staple pins, Box box",Box,"staple pins, stationery"
UHU Glue Stick 1 piece,UHU,Stationery & Sundries,GPS-0678,"UHU glue stick, 1 piece",1 piece,"uhu, glue stick"
Tipp-Ex Correction Fluid 1 bottle,Tipp-Ex,Stationery & Sundries,GPS-0679,"Tipp-Ex correction fluid, 1 bottle",1 bottle,"tippex, correction fluid"
Mathematical Set 1 set,,Stationery & Sundries,GPS-0680,"School mathematical instrument set, 1 set",1 set,"math set, geometry set"
Casio Scientific Calculator 1 piece,Casio,Stationery & Sundries,GPS-0681,"Casio scientific calculator, 1 piece",1 piece,"casio calculator, scientific calculator"
Padlock 1 piece,,Stationery & Sundries,GPS-0688,"Metal security padlock, 1 piece",1 piece,"padlock, lock"
Umbrella (Foldable) 1 piece,,Stationery & Sundries,GPS-0689,"Foldable rain umbrella, 1 piece",1 piece,"umbrella, rain gear"
Plastic Cups (Disposable) Pack of 25,,Stationery & Sundries,GPS-0690,"Disposable plastic cups, Pack of 25",Pack of 25,"plastic cups, disposable"
Plastic Plates (Disposable) Pack of 25,,Stationery & Sundries,GPS-0691,"Disposable plastic plates, Pack of 25",Pack of 25,"plastic plates, disposable"
Paper Napkins Pack of 100,,Stationery & Sundries,GPS-0692,"Table paper napkins, Pack of 100",Pack of 100,"napkins, paper napkins"
Bic Cigarette Lighter 1 piece,Bic,Stationery & Sundries,GPS-0693,"Bic disposable lighter, 1 piece",1 piece,"lighter, bic lighter"
Cooking Pot (Aluminium) Small,,Kitchenware & Utensils,GPS-0694,"Aluminium cooking pot, Small",Small,"cooking pot, aluminium pot"
Cooking Pot (Aluminium) Medium,,Kitchenware & Utensils,GPS-0695,"Aluminium cooking pot, Medium",Medium,"cooking pot, aluminium pot"
Cooking Pot (Aluminium) Large,,Kitchenware & Utensils,GPS-0696,"Aluminium cooking pot, Large",Large,"cooking pot, aluminium pot"
Non-Stick Frying Pan 24cm,,Kitchenware & Utensils,GPS-0697,"Non-stick frying pan, 24cm",24cm,"frying pan, non stick pan"
Non-Stick Frying Pan 28cm,,Kitchenware & Utensils,GPS-0698,"Non-stick frying pan, 28cm",28cm,"frying pan, non stick pan"
Plastic Food Container Set Set of 5,,Kitchenware & Utensils,GPS-0699,"Plastic airtight food containers, Set of 5",Set of 5,"food containers, plastic container"
Cutlery Set Set of 24,,Kitchenware & Utensils,GPS-0700,"Stainless steel cutlery set, Set of 24",Set of 24,"cutlery, spoon fork set"
Kitchen Knife 1 piece,,Kitchenware & Utensils,GPS-0701,"Stainless steel kitchen knife, 1 piece",1 piece,"kitchen knife, cooking knife"
Chopping Board 1 piece,,Kitchenware & Utensils,GPS-0702,"Plastic chopping board, 1 piece",1 piece,"chopping board, cutting board"
Serving Tray 1 piece,,Kitchenware & Utensils,GPS-0703,"Plastic serving tray, 1 piece",1 piece,serving tray
