name,brand,category,sku,description,package_size,search_keywords
Weatherproof Enclosure (IP65) Medium,,Conduit & Trunking,ELE-0540,"IP65 weatherproof electrical enclosure, Medium",Medium,"weatherproof box, ip65 enclosure"
Weatherproof Enclosure (IP65) Large,,Conduit & Trunking,ELE-0541,"IP65 weatherproof electrical enclosure, Large",Large,"weatherproof box, ip65 enclosure"
Cable Trunking (Skirting) Per metre,,Conduit & Trunking,ELE-0542,"Skirting board cable trunking, Per metre",Per metre,"skirting trunking, dado trunking"
Cable Tray Bend 100mm,,Conduit & Trunking,ELE-0543,"Perforated cable tray bend, 100mm",100mm,"cable tray bend, tray accessory"
Cable Tray Bend 200mm,,Conduit & Trunking,ELE-0544,"Perforated cable tray bend, 200mm",200mm,"cable tray bend, tray accessory"
Nitto Insulation Tape (Coloured) 1 roll,Nitto,Accessories & Consumables,ELE-0545,"Nitto PVC insulation tape, 1 roll",1 roll,"nitto tape, insulation tape"
Nitto Insulation Tape (Coloured) Pack of 10,Nitto,Accessories & Consumables,ELE-0546,"Nitto PVC insulation tape, Pack of 10",Pack of 10,"nitto tape, insulation tape"
Self-Amalgamating Tape 1 roll,,Accessories & Consumables,ELE-0547,"Self-amalgamating rubber sealing tape, 1 roll",1 roll,"amalgamating tape, rubber tape"
Cable Ties (Heavy Duty) 400mm x50,,Accessories & Consumables,ELE-0548,"Heavy duty nylon cable ties, 400mm x50",400mm x50,"heavy duty cable ties, zip ties"
Cable Ties (Heavy Duty) 500mm x50,,Accessories & Consumables,ELE-0549,"Heavy duty nylon cable ties, 500mm x50",500mm x50,"heavy duty cable ties, zip ties"
Cable Tie Mounts (Adhesive) Pack of 100,,Accessories & Consumables,ELE-0550,"Self-adhesive cable tie mounting bases, Pack of 100",Pack of 100,"cable tie mount, adhesive base"
Spiral Cable Wrap 5m roll,,Accessories & Consumables,ELE-0551,"Spiral cable binding wrap, 5m roll",5m roll,"spiral wrap, cable wrap"
Cable Marker Tags Pack of 100,,Accessories & Consumables,ELE-0552,"Numbered cable identification markers, Pack of 100",Pack of 100,"cable markers, wire tags"
Bootlace Ferrules Assorted pack,,Accessories & Consumables,ELE-0553,"Insulated bootlace wire ferrules, Assorted pack",Assorted pack,"ferrules, bootlace, wire ends"
Ring Terminals (Insulated) Pack of 100,,Accessories & Consumables,ELE-0554,"Insulated ring crimp terminals, Pack of 100",Pack of 100,"ring terminals, crimp terminals"
Spade Terminals (Insulated) Pack of 100,,Accessories & Consumables,ELE-0555,"Insulated spade crimp terminals, Pack of 100",Pack of 100,"spade terminals, fork terminals"
Butt Connectors Pack of 100,,Accessories & Consumables,ELE-0556,"Insulated butt splice connectors, Pack of 100",Pack of 100,"butt connectors, splice connectors"
Junction Box Connectors (Porcelain) Pack of 10,,Accessories & Consumables,ELE-0557,"Porcelain high-temp wire connectors, Pack of 10",Pack of 10,"porcelain connector, ceramic connector"
Earth Tape (Copper) 25x3mm per metre,,Accessories & Consumables,ELE-0558,"Flat copper earthing tape, 25x3mm per metre",25x3mm per metre,"earth tape, copper tape, earthing"
Earth Inspection Pit 1 piece,,Accessories & Consumables,ELE-0559,"Earth rod inspection pit cover, 1 piece",1 piece,"earth pit, inspection pit"
Cable Lugs (Bimetallic) 16mm²,,Accessories & Consumables,ELE-0560,"Bimetallic aluminium-copper cable lug, 16mm²",16mm²,"bimetallic lug, cable lug"
Cable Lugs (Bimetallic) 25mm²,,Accessories & Consumables,ELE-0561,"Bimetallic aluminium-copper cable lug, 25mm²",25mm²,"bimetallic lug, cable lug"
Cable Lugs (Bimetallic) 50mm²,,Accessories & Consumables,ELE-0562,"Bimetallic aluminium-copper cable lug, 50mm²",50mm²,"bimetallic lug, cable lug"
Conduit Elbow Box 20mm,,Accessories & Consumables,ELE-0563,"Conduit elbow inspection box, 20mm",20mm,"elbow box, conduit box"
Conduit Elbow Box 25mm,,Accessories & Consumables,ELE-0564,"Conduit elbow inspection box, 25mm",25mm,"elbow box, conduit box"
Silicone Sealant 300ml,,Accessories & Consumables,ELE-0565,"Weatherproof silicone sealant tube, 300ml",300ml,"silicone sealant, sealant"
Contact Cleaner Spray 400ml,,Accessories & Consumables,ELE-0566,"Electrical contact cleaner spray, 400ml",400ml,"contact cleaner, electrical cleaner"
Anti-Rust Spray (WD-40 Type) 300ml,,Accessories & Consumables,ELE-0567,"Penetrating anti-rust lubricant spray, 300ml",300ml,"wd40, anti rust spray, lubricant"
Bolts and Nuts (Assorted) Box,,Accessories & Consumables,ELE-0568,"Assorted electrical bolts and nuts, Box",Box,"bolts, nuts, fasteners"
Expansion Bolts (Anchor) Pack of 50,,Accessories & Consumables,ELE-0569,"Steel expansion anchor bolts, Pack of 50",Pack of 50,"expansion bolts, anchor bolts"
Screwdriver Set (Precision) Set of 12,,Tools,ELE-0570,"Precision electronics screwdriver set, Set of 12",Set of 12,"precision screwdriver, electronics tools"
Insulated Spanner Set Set of 8,,Tools,ELE-0571,"VDE insulated spanner set, Set of 8",Set of 8,"insulated spanner, vde tools"
Adjustable Spanner 8 inch,,Tools,ELE-0572,"Adjustable wrench spanner, 8 inch",8 inch,"adjustable spanner, wrench"
Adjustable Spanner 10 inch,,Tools,ELE-0573,"Adjustable wrench spanner, 10 inch",10 inch,"adjustable spanner, wrench"
Allen Key Set Set of 9,,Tools,ELE-0574,"Hex Allen key set, Set of 9",Set of 9,"allen keys, hex keys"
Non-Contact Voltage Detector 1 piece,,Tools,ELE-0575,"Non-contact AC voltage pen detector, 1 piece",1 piece,"voltage detector, test pen, ncv tester"
Earth Resistance Tester 1 piece,,Tools,ELE-0576,"Earth/ground resistance tester, 1 piece",1 piece,"earth tester, ground resistance tester"
Phase Rotation Meter 1 piece,,Tools,ELE-0577,"Three phase rotation sequence tester, 1 piece",1 piece,"phase rotation meter, phase tester"
Cable Tracer/Toner 1 set,,Tools,ELE-0578,"Cable tracer and tone generator kit, 1 set",1 set,"cable tracer, toner, wire tracker"
Network Cable Crimping Tool 1 piece,,Tools,ELE-0579,"RJ45/RJ11 network crimping tool, 1 piece",1 piece,"rj45 crimper, network crimping tool"
Network Cable Tester 1 piece,,Tools,ELE-0580,"RJ45 LAN cable continuity tester, 1 piece",1 piece,"cable tester, lan tester, network tester"
Punch Down Tool 1 piece,,Tools,ELE-0581,"110/krone punch down tool, 1 piece",1 piece,"punch down tool, krone tool"
Bosch Angle Grinder 4 inch,Bosch,Tools,ELE-0582,"Bosch angle grinder, 4 inch",4 inch,"angle grinder, bosch grinder"
Bosch Angle Grinder 7 inch,Bosch,Tools,ELE-0583,"Bosch angle grinder, 7 inch",7 inch,"angle grinder, bosch grinder"
Cutting Disc (Metal) 4 inch,,Tools,ELE-0584,"Metal cutting abrasive disc, 4 inch",4 inch,"cutting disc, grinder disc"
Cutting Disc (Metal) 7 inch,,Tools,ELE-0585,"Metal cutting abrasive disc, 7 inch",7 inch,"cutting disc, grinder disc"
Bosch Rotary Hammer Drill 1 piece,Bosch,Tools,ELE-0586,"Bosch SDS rotary hammer drill, 1 piece",1 piece,"hammer drill, rotary drill, sds drill"
Cordless Drill (Rechargeable) 12V,,Tools,ELE-0587,"Rechargeable cordless drill driver, 12V",12V,"cordless drill, rechargeable drill"
Cordless Drill (Rechargeable) 18V,,Tools,ELE-0588,"Rechargeable cordless drill driver, 18V",18V,"cordless drill, rechargeable drill"
Wall Chaser Machine 1 piece,,Tools,ELE-0589,"Electric wall chasing machine for conduit, 1 piece",1 piece,"wall chaser, chasing machine"
Soldering Iron 40W,,Tools,ELE-0590,"Electric soldering iron, 40W",40W,"soldering iron, solder gun"
Soldering Iron 60W,,Tools,ELE-0591,"Electric soldering iron, 60W",60W,"soldering iron, solder gun"
Solder Wire 100g,,Tools,ELE-0592,"Rosin core solder wire, 100g",100g,"solder wire, soldering"
Solder Wire 500g,,Tools,ELE-0593,"Rosin core solder wire, 500g",500g,"solder wire, soldering"
Heat Gun 1 piece,,Tools,ELE-0594,"Electric hot air heat gun, 1 piece",1 piece,"heat gun, hot air gun"
Tool Box (Metal) 1 piece,,Tools,ELE-0595,"Metal cantilever tool box, 1 piece",1 piece,"tool box, tool chest"
Safety Goggles 1 piece,,Tools,ELE-0596,"Clear protective safety goggles, 1 piece",1 piece,"safety goggles, eye protection"
Dust Mask Pack of 10,,Tools,ELE-0597,"Disposable dust protection mask, Pack of 10",Pack of 10,"dust mask, face mask"
Reflective Safety Vest 1 piece,,Tools,ELE-0598,"High visibility reflective vest, 1 piece",1 piece,"safety vest, reflective jacket"
Safety Harness (Fall Arrest) 1 piece,,Tools,ELE-0599,"Full body fall arrest safety harness, 1 piece",1 piece,"safety harness, fall arrest"
Ladder (Fibreglass) 6ft,,Tools,ELE-0600,"Insulated fibreglass step ladder, 6ft",6ft,"fibreglass ladder, insulated ladder"
Ladder (Fibreglass) 10ft,,Tools,ELE-0601,"Insulated fibreglass step ladder, 10ft",10ft,"fibreglass ladder, insulated ladder"
Cable Drum Stand 1 piece,,Tools,ELE-0602,"Cable drum roller stand, 1 piece",1 piece,"cable drum stand, cable roller"
Solar Panel (Polycrystalline) 150W,,Power & Backup,ELE-0603,"Polycrystalline solar PV panel, 150W",150W,"solar panel, polycrystalline, pv panel"
Solar Panel (Polycrystalline) 200W,,Power & Backup,ELE-0604,"Polycrystalline solar PV panel, 200W",200W,"solar panel, polycrystalline, pv panel"
Solar Panel (Polycrystalline) 250W,,Power & Backup,ELE-0605,"Polycrystalline solar PV panel, 250W",250W,"solar panel, polycrystalline, pv panel"
Solar Panel (Flexible) 100W,,Power & Backup,ELE-0606,"Flexible thin-film solar panel, 100W",100W,flexible solar panel
Power Inverter (Modified Sine) 500W,,Power & Backup,ELE-0607,"Modified sine wave inverter, 500W",500W,"modified sine inverter, inverter"
Power Inverter (Modified Sine) 1000W,,Power & Backup,ELE-0608,"Modified sine wave inverter, 1000W",1000W,"modified sine inverter, inverter"
Power Inverter (Modified Sine) 2000W,,Power & Backup,ELE-0609,"Modified sine wave inverter, 2000W",2000W,"modified sine inverter, inverter"
Car Power Inverter (12V) 300W,,Power & Backup,ELE-0610,"12V DC to 230V AC car inverter, 300W",300W,"car inverter, 12v inverter"
Car Power Inverter (12V) 500W,,Power & Backup,ELE-0611,"12V DC to 230V AC car inverter, 500W",500W,"car inverter, 12v inverter"
Tubular Battery (Solar) 220Ah,,Power & Backup,ELE-0612,"Heavy duty tubular solar battery, 220Ah",220Ah,"tubular battery, solar battery"
Tubular Battery (Solar) 250Ah,,Power & Backup,ELE-0613,"Heavy duty tubular solar battery, 250Ah",250Ah,"tubular battery, solar battery"
Sealed Lead Acid Battery (SLA) 7Ah,,Power & Backup,ELE-0614,"Sealed lead acid maintenance-free battery, 7Ah",7Ah,"sla battery, sealed battery, ups battery"
Sealed Lead Acid Battery (SLA) 12Ah,,Power & Backup,ELE-0615,"Sealed lead acid maintenance-free battery, 12Ah",12Ah,"sla battery, sealed battery, ups battery"
Sealed Lead Acid Battery (SLA) 18Ah,,Power & Backup,ELE-0616,"Sealed lead acid maintenance-free battery, 18Ah",18Ah,"sla battery, sealed battery, ups battery"
Sealed Lead Acid Battery (SLA) 65Ah,,Power & Backup,ELE-0617,"Sealed lead acid maintenance-free battery, 65Ah",65Ah,"sla battery, sealed battery, ups battery"
Battery Rack/Stand 2-tier,,Power & Backup,ELE-0618,"Steel battery mounting rack, 2-tier",2-tier,"battery rack, battery stand"
Battery Rack/Stand 4-battery,,Power & Backup,ELE-0619,"Steel battery mounting rack, 4-battery",4-battery,"battery rack, battery stand"
Battery Terminal Connectors Pair,,Power & Backup,ELE-0620,"Battery post terminal connectors, Pair",Pair,"battery terminals, battery connectors"
Battery Interconnect Cable 30cm,,Power & Backup,ELE-0621,"Battery bank interconnecting cable, 30cm",30cm,"battery cable, interconnect cable"
Battery Interconnect Cable 60cm,,Power & Backup,ELE-0622,"Battery bank interconnecting cable, 60cm",60cm,"battery cable, interconnect cable"
Solar Panel Mounting Bracket Set,,Power & Backup,ELE-0623,"Roof mounting bracket set for solar panels, Set",Set,"solar mounting bracket, panel bracket"
Solar Water Heater 100L,,Power & Backup,ELE-0624,"Solar thermal water heating system, 100L",100L,"solar water heater, solar geyser"
Solar Water Heater 200L,,Power & Backup,ELE-0625,"Solar thermal water heating system, 200L",200L,"solar water heater, solar geyser"
Generator AVR Board 1 piece,,Power & Backup,ELE-0626,"Generator automatic voltage regulator board, 1 piece",1 piece,"generator avr, avr board"
Generator Change Over Box 63A,,Power & Backup,ELE-0627,"Enclosed generator change over box, 63A",63A,"change over box, generator box"
Generator Change Over Box 100A,,Power & Backup,ELE-0628,"Enclosed generator change over box, 100A",100A,"change over box, generator box"
Inverter Trolley/Stand 1 piece,,Power & Backup,ELE-0629,"Inverter and battery trolley stand, 1 piece",1 piece,"inverter trolley, inverter stand"
Solar Combiner Box 2-string,,Power & Backup,ELE-0630,"PV array combiner box, 2-string",2-string,"combiner box, solar combiner"
Solar Combiner Box 4-string,,Power & Backup,ELE-0631,"PV array combiner box, 4-string",4-string,"combiner box, solar combiner"
DC Circuit Breaker (Solar) 16A,,Power & Backup,ELE-0632,"DC-rated MCB for solar systems, 16A",16A,"dc breaker, solar breaker, dc mcb"
DC Circuit Breaker (Solar) 32A,,Power & Backup,ELE-0633,"DC-rated MCB for solar systems, 32A",32A,"dc breaker, solar breaker, dc mcb"
DC Circuit Breaker (Solar) 63A,,Power & Backup,ELE-0634,"DC-rated MCB for solar systems, 63A",63A,"dc breaker, solar breaker, dc mcb"
Nasco Ceiling Fan 48 inch,Nasco,Appliances & Fixtures,ELE-0635,"Nasco ceiling fan, 48 inch",48 inch,"nasco fan, ceiling fan"
Nasco Ceiling Fan 56 inch,Nasco,Appliances & Fixtures,ELE-0636,"Nasco ceiling fan, 56 inch",56 inch,"nasco fan, ceiling fan"
Nasco Standing Fan 16 inch,Nasco,Appliances & Fixtures,ELE-0637,"Nasco pedestal standing fan, 16 inch",16 inch,"nasco fan, standing fan"
Nasco Standing Fan 18 inch,Nasco,Appliances & Fixtures,ELE-0638,"Nasco pedestal standing fan, 18 inch",18 inch,"nasco fan, standing fan"
Table Fan 12 inch,,Appliances & Fixtures,ELE-0639,"Desktop table fan, 12 inch",12 inch,"table fan, desk fan"
Table Fan 16 inch,,Appliances & Fixtures,ELE-0640,"Desktop table fan, 16 inch",16 inch,"table fan, desk fan"
Industrial Standing Fan 24 inch,,Appliances & Fixtures,ELE-0641,"Heavy duty industrial floor fan, 24 inch",24 inch,"industrial fan, floor fan"
Industrial Standing Fan 30 inch,,Appliances & Fixtures,ELE-0642,"Heavy duty industrial floor fan, 30 inch",30 inch,"industrial fan, floor fan"
Nasco Air Conditioner (Split Unit) 1HP,Nasco,Appliances & Fixtures,ELE-0643,"Nasco split air conditioner unit, 1HP",1HP,"air conditioner, split ac, nasco ac"
Nasco Air Conditioner (Split Unit) 1.5HP,Nasco,Appliances & Fixtures,ELE-0644,"Nasco split air conditioner unit, 1.5HP",1.5HP,"air conditioner, split ac, nasco ac"
Nasco Air Conditioner (Split Unit) 2HP,Nasco,Appliances & Fixtures,ELE-0645,"Nasco split air conditioner unit, 2HP",2HP,"air conditioner, split ac, nasco ac"
Air Conditioner Installation Kit 3m,,Appliances & Fixtures,ELE-0646,"AC copper pipe installation kit, 3m",3m,"ac installation kit, copper pipe kit"
Air Conditioner Installation Kit 5m,,Appliances & Fixtures,ELE-0647,"AC copper pipe installation kit, 5m",5m,"ac installation kit, copper pipe kit"
Refrigerator Compressor Relay 1 piece,,Appliances & Fixtures,ELE-0648,"Fridge compressor start relay, 1 piece",1 piece,"fridge relay, compressor relay"
Doorbell (Wired) 1 set,,Appliances & Fixtures,ELE-0649,"Wired door bell push and chime, 1 set",1 set,"wired doorbell, door bell"
Intercom System 2-station,,Appliances & Fixtures,ELE-0650,"Wired door intercom system, 2-station",2-station,"intercom, door phone"
Video Door Phone 1 set,,Appliances & Fixtures,ELE-0651,"Video door phone entry system, 1 set",1 set,"video door phone, video intercom"
Electric Gate Motor Sliding,,Appliances & Fixtures,ELE-0652,"Automatic electric gate motor kit, Sliding",Sliding,"gate motor, automatic gate"
Electric Gate Motor Swing,,Appliances & Fixtures,ELE-0653,"Automatic electric gate motor kit, Swing",Swing,"gate motor, automatic gate"
Smoke Detector 1 piece,,Appliances & Fixtures,ELE-0654,"Battery smoke alarm detector, 1 piece",1 piece,"smoke detector, smoke alarm, fire alarm"
Fire Alarm Panel 2-zone,,Appliances & Fixtures,ELE-0655,"Conventional fire alarm control panel, 2-zone",2-zone,"fire alarm panel, alarm control"
Fire Alarm Panel 4-zone,,Appliances & Fixtures,ELE-0656,"Conventional fire alarm control panel, 4-zone",4-zone,"fire alarm panel, alarm control"
Fire Alarm Bell/Sounder 1 piece,,Appliances & Fixtures,ELE-0657,"Fire alarm bell sounder, 1 piece",1 piece,"alarm bell, fire sounder"
Break Glass Call Point 1 piece,,Appliances & Fixtures,ELE-0658,"Manual fire alarm break glass unit, 1 piece",1 piece,"break glass, call point, fire alarm"
Fire Extinguisher (Dry Powder) 1kg,,Appliances & Fixtures,ELE-0659,"Dry powder fire extinguisher, 1kg",1kg,"fire extinguisher, dry powder"
Fire Extinguisher (Dry Powder) 2kg,,Appliances & Fixtures,ELE-0660,"Dry powder fire extinguisher, 2kg",2kg,"fire extinguisher, dry powder"
Fire Extinguisher (Dry Powder) 6kg,,Appliances & Fixtures,ELE-0661,"Dry powder fire extinguisher, 6kg",6kg,"fire extinguisher, dry powder"
Fire Extinguisher (Dry Powder) 9kg,,Appliances & Fixtures,ELE-0662,"Dry powder fire extinguisher, 9kg",9kg,"fire extinguisher, dry powder"
Fire Extinguisher (CO2) 2kg,,Appliances & Fixtures,ELE-0663,"CO2 fire extinguisher for electrical fires, 2kg",2kg,"co2 extinguisher, fire extinguisher"
Fire Extinguisher (CO2) 5kg,,Appliances & Fixtures,ELE-0664,"CO2 fire extinguisher for electrical fires, 5kg",5kg,"co2 extinguisher, fire extinguisher"
Water Pump (Submersible) 0.5HP,,Appliances & Fixtures,ELE-0665,"Submersible borehole water pump, 0.5HP",0.5HP,"water pump, submersible pump, borehole pump"
Water Pump (Submersible) 1HP,,Appliances & Fixtures,ELE-0666,"Submersible borehole water pump, 1HP",1HP,"water pump, submersible pump, borehole pump"
Water Pump (Submersible) 1.5HP,,Appliances & Fixtures,ELE-0667,"Submersible borehole water pump, 1.5HP",1.5HP,"water pump, submersible pump, borehole pump"
Water Pump (Surface/Booster) 0.5HP,,Appliances & Fixtures,ELE-0668,"Surface booster water pump, 0.5HP",0.5HP,"booster pump, surface pump, water pump"
Water Pump (Surface/Booster) 1HP,,Appliances & Fixtures,ELE-0669,"Surface booster water pump, 1HP",1HP,"booster pump, surface pump, water pump"
Float Switch (Water Tank) 1 piece,,Appliances & Fixtures,ELE-0670,"Automatic water tank float level switch, 1 piece",1 piece,"float switch, tank switch, water level switch"
Pump Control Panel 1 piece,,Appliances & Fixtures,ELE-0671,"Automatic water pump control panel, 1 piece",1 piece,"pump control panel, pump controller"
Nasco Electric Iron 1 piece,Nasco,Appliances & Fixtures,ELE-0672,"Nasco dry/steam electric iron, 1 piece",1 piece,"electric iron, pressing iron, nasco"
Nasco Blender 1.5L,Nasco,Appliances & Fixtures,ELE-0673,"Nasco electric blender, 1.5L",1.5L,"blender, nasco blender"
Nasco Microwave Oven 20L,Nasco,Appliances & Fixtures,ELE-0674,"Nasco microwave oven, 20L",20L,"microwave, nasco microwave"
Nasco Microwave Oven 25L,Nasco,Appliances & Fixtures,ELE-0675,"Nasco microwave oven, 25L",25L,"microwave, nasco microwave"
Electric Hot Plate Single burner,,Appliances & Fixtures,ELE-0676,"Electric cooking hot plate, Single burner",Single burner,"hot plate, electric stove"
Electric Hot Plate Double burner,,Appliances & Fixtures,ELE-0677,"Electric cooking hot plate, Double burner",Double burner,"hot plate, electric stove"
Television Signal Booster 1 piece,,Appliances & Fixtures,ELE-0678,"TV antenna signal amplifier booster, 1 piece",1 piece,"signal booster, tv amplifier"
Satellite Dish (Complete Kit) 60cm,,Appliances & Fixtures,ELE-0679,"Satellite dish with LNB kit, 60cm",60cm,"satellite dish, dish antenna"
Satellite Dish (Complete Kit) 90cm,,Appliances & Fixtures,ELE-0680,"Satellite dish with LNB kit, 90cm",90cm,"satellite dish, dish antenna"
WiFi Router 1 piece,,Appliances & Fixtures,ELE-0681,"Wireless WiFi router, 1 piece",1 piece,"wifi router, wireless router"
Network Switch 8-port,,Appliances & Fixtures,ELE-0682,"Ethernet network switch, 8-port",8-port,"network switch, ethernet switch"
Network Switch 16-port,,Appliances & Fixtures,ELE-0683,"Ethernet network switch, 16-port",16-port,"network switch, ethernet switch"
Network Switch 24-port,,Appliances & Fixtures,ELE-0684,"Ethernet network switch, 24-port",24-port,"network switch, ethernet switch"
Patch Panel (Network) 24-port,,Appliances & Fixtures,ELE-0685,"CAT6 network patch panel, 24-port",24-port,"patch panel, network panel"
Network Rack (Wall Mount) 6U,,Appliances & Fixtures,ELE-0686,"Wall mount network equipment rack, 6U",6U,"network rack, server rack"
Network Rack (Wall Mount) 9U,,Appliances & Fixtures,ELE-0687,"Wall mount network equipment rack, 9U",9U,"network rack, server rack"
Network Rack (Wall Mount) 12U,,Appliances & Fixtures,ELE-0688,"Wall mount network equipment rack, 12U",12U,"network rack, server rack"
